fold,sample_index,ground_truth,dataset_split,attribute,attribute_data,{Vi},{Ve},{Se},{Vi ∪ Ve},{Vi ∪ Se},{Ve ∪ Se},{Vi ∪ Ve ∪ Se}
4,8,Setosa,train,SW,2.9,0.0,0.4308,0.0,0.4134,0.0,0.0,0.1558
4,8,Setosa,train,PL,1.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,8,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,9,Setosa,train,SL,4.9,0.0,0.0,0.9331,0.0,0.0,0.0551,0.0118
4,9,Setosa,train,SW,3.1,0.4145,0.0,0.0,0.2989,0.0,0.0,0.2866
4,9,Setosa,train,PL,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,9,Setosa,train,PW,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,10,Setosa,train,SL,5.4,0.0,0.0,0.5434,0.0,0.0,0.3719,0.0847
4,10,Setosa,train,SW,3.7,0.0,0.0,0.8505,0.0,0.1267,0.0,0.0228
4,10,Setosa,train,PL,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,10,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,11,Setosa,train,SL,4.8,0.0,0.0,0.953,0.0,0.0,0.0385,0.0085
4,11,Setosa,train,SW,3.4,0.0,0.0,0.5892,0.0,0.2976,0.0,0.1131
4,11,Setosa,train,PL,1.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,11,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,12,Setosa,train,SL,4.8,0.0,0.0,0.953,0.0,0.0,0.0385,0.0085
4,12,Setosa,train,SW,3.0,0.4206,0.0,0.0,0.3668,0.0,0.0,0.2127
4,12,Setosa,train,PL,1.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,12,Setosa,train,PW,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,13,Setosa,train,SL,4.3,0.0,0.0,0.9861,0.0,0.0,0.0103,0.0036
4,13,Setosa,train,SW,3.0,0.4206,0.0,0.0,0.3668,0.0,0.0,0.2127
4,13,Setosa,train,PL,1.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,13,Setosa,train,PW,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,14,Setosa,train,SL,5.8,0.0,0.6956,0.0,0.23,0.0,0.0,0.0744
4,14,Setosa,train,SW,4.0,0.0,0.0,0.9616,0.0,0.0357,0.0,0.0027
4,14,Setosa,train,PL,1.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,14,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,15,Setosa,train,SL,5.7,0.0,0.6621,0.0,0.1942,0.0,0.0,0.1438
4,15,Setosa,train,SW,4.4,0.0,0.0,0.9955,0.0,0.0045,0.0,0.0001
4,15,Setosa,train,PL,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,15,Setosa,train,PW,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,16,Setosa,train,SL,5.4,0.0,0.0,0.5434,0.0,0.0,0.3719,0.0847
4,16,Setosa,train,SW,3.9,0.0,0.0,0.9378,0.0,0.0564,0.0,0.0058
4,16,Setosa,train,PL,1.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,16,Setosa,train,PW,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,19,Setosa,train,SL,5.1,0.0,0.0,0.8544,0.0,0.0,0.1206,0.025
4,19,Setosa,train,SW,3.8,0.0,0.0,0.902,0.0,0.0862,0.0,0.0118
4,19,Setosa,train,PL,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,19,Setosa,train,PW,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,20,Setosa,train,SL,5.4,0.0,0.0,0.5434,0.0,0.0,0.3719,0.0847
4,20,Setosa,train,SW,3.4,0.0,0.0,0.5892,0.0,0.2976,0.0,0.1131
4,20,Setosa,train,PL,1.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,20,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,21,Setosa,train,SL,5.1,0.0,0.0,0.8544,0.0,0.0,0.1206,0.025
4,21,Setosa,train,SW,3.7,0.0,0.0,0.8505,0.0,0.1267,0.0,0.0228
4,21,Setosa,train,PL,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,21,Setosa,train,PW,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,22,Setosa,train,SL,4.6,0.0,0.0,0.9743,0.0,0.0,0.0205,0.0052
4,22,Setosa,train,SW,3.6,0.0,0.0,0.7804,0.0,0.178,0.0,0.0416
4,22,Setosa,train,PL,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,22,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,23,Setosa,train,SL,5.1,0.0,0.0,0.8544,0.0,0.0,0.1206,0.025
4,23,Setosa,train,SW,3.3,0.0,0.0,0.481,0.0,0.3515,0.0,0.1674
4,23,Setosa,train,PL,1.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,23,Setosa,train,PW,0.5,0.0,0.0,0.9993,0.0,0.0,0.0007,0.0
4,25,Setosa,train,SL,5.0,0.0,0.0,0.9022,0.0,0.0,0.0809,0.0169
4,25,Setosa,train,SW,3.0,0.4206,0.0,0.0,0.3668,0.0,0.0,0.2127
4,25,Setosa,train,PL,1.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,25,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,27,Setosa,train,SL,5.2,0.0,0.0,0.782,0.0,0.0,0.1801,0.0379
4,27,Setosa,train,SW,3.5,0.0,0.0,0.6919,0.0,0.237,0.0,0.0711
4,27,Setosa,train,PL,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,27,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,28,Setosa,train,SL,5.2,0.0,0.0,0.782,0.0,0.0,0.1801,0.0379
4,28,Setosa,train,SW,3.4,0.0,0.0,0.5892,0.0,0.2976,0.0,0.1131
4,28,Setosa,train,PL,1.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,28,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,29,Setosa,train,SL,4.7,0.0,0.0,0.9659,0.0,0.0,0.0276,0.0065
4,29,Setosa,train,SW,3.2,0.3917,0.0,0.0,0.0,0.3774,0.0,0.2309
4,29,Setosa,train,PL,1.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,29,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,30,Setosa,train,SL,4.8,0.0,0.0,0.953,0.0,0.0,0.0385,0.0085
4,30,Setosa,train,SW,3.1,0.4145,0.0,0.0,0.2989,0.0,0.0,0.2866
4,30,Setosa,train,PL,1.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,30,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,31,Setosa,train,SL,5.4,0.0,0.0,0.5434,0.0,0.0,0.3719,0.0847
4,31,Setosa,train,SW,3.4,0.0,0.0,0.5892,0.0,0.2976,0.0,0.1131
4,31,Setosa,train,PL,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,31,Setosa,train,PW,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,34,Setosa,train,SL,4.9,0.0,0.0,0.9331,0.0,0.0,0.0551,0.0118
4,34,Setosa,train,SW,3.1,0.4145,0.0,0.0,0.2989,0.0,0.0,0.2866
4,34,Setosa,train,PL,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,34,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,35,Setosa,train,SL,5.0,0.0,0.0,0.9022,0.0,0.0,0.0809,0.0169
4,35,Setosa,train,SW,3.2,0.3917,0.0,0.0,0.0,0.3774,0.0,0.2309
4,35,Setosa,train,PL,1.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,35,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,36,Setosa,train,SL,5.5,0.0,0.4887,0.0,0.0,0.0,0.3923,0.119
4,36,Setosa,train,SW,3.5,0.0,0.0,0.6919,0.0,0.237,0.0,0.0711
4,36,Setosa,train,PL,1.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,36,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,37,Setosa,train,SL,4.9,0.0,0.0,0.9331,0.0,0.0,0.0551,0.0118
4,37,Setosa,train,SW,3.6,0.0,0.0,0.7804,0.0,0.178,0.0,0.0416
4,37,Setosa,train,PL,1.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,37,Setosa,train,PW,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,38,Setosa,train,SL,4.4,0.0,0.0,0.9837,0.0,0.0,0.0125,0.0039
4,38,Setosa,train,SW,3.0,0.4206,0.0,0.0,0.3668,0.0,0.0,0.2127
4,38,Setosa,train,PL,1.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,38,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,39,Setosa,train,SL,5.1,0.0,0.0,0.8544,0.0,0.0,0.1206,0.025
4,39,Setosa,train,SW,3.4,0.0,0.0,0.5892,0.0,0.2976,0.0,0.1131
4,39,Setosa,train,PL,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,39,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,40,Setosa,train,SL,5.0,0.0,0.0,0.9022,0.0,0.0,0.0809,0.0169
4,40,Setosa,train,SW,3.5,0.0,0.0,0.6919,0.0,0.237,0.0,0.0711
4,40,Setosa,train,PL,1.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,40,Setosa,train,PW,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,41,Setosa,train,SL,4.5,0.0,0.0,0.9799,0.0,0.0,0.0157,0.0044
4,41,Setosa,train,SW,2.3,0.0,0.684,0.0,0.2884,0.0,0.0,0.0276
4,41,Setosa,train,PL,1.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,41,Setosa,train,PW,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,42,Setosa,train,SL,4.4,0.0,0.0,0.9837,0.0,0.0,0.0125,0.0039
4,42,Setosa,train,SW,3.2,0.3917,0.0,0.0,0.0,0.3774,0.0,0.2309
4,42,Setosa,train,PL,1.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,42,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,43,Setosa,train,SL,5.0,0.0,0.0,0.9022,0.0,0.0,0.0809,0.0169
4,43,Setosa,train,SW,3.5,0.0,0.0,0.6919,0.0,0.237,0.0,0.0711
4,43,Setosa,train,PL,1.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,43,Setosa,train,PW,0.6,0.0,0.0,0.9418,0.0,0.0,0.0582,0.0
4,44,Setosa,train,SL,5.1,0.0,0.0,0.8544,0.0,0.0,0.1206,0.025
4,44,Setosa,train,SW,3.8,0.0,0.0,0.902,0.0,0.0862,0.0,0.0118
4,44,Setosa,train,PL,1.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,44,Setosa,train,PW,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,46,Setosa,train,SL,5.1,0.0,0.0,0.8544,0.0,0.0,0.1206,0.025
4,46,Setosa,train,SW,3.8,0.0,0.0,0.902,0.0,0.0862,0.0,0.0118
4,46,Setosa,train,PL,1.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,46,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,47,Setosa,train,SL,4.6,0.0,0.0,0.9743,0.0,0.0,0.0205,0.0052
4,47,Setosa,train,SW,3.2,0.3917,0.0,0.0,0.0,0.3774,0.0,0.2309
4,47,Setosa,train,PL,1.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,47,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,50,Versicolor,train,SL,7.0,0.8473,0.0,0.0,0.1527,0.0,0.0,0.0
4,50,Versicolor,train,SW,3.2,0.3917,0.0,0.0,0.0,0.3774,0.0,0.2309
4,50,Versicolor,train,PL,4.7,0.0,0.766,0.0,0.234,0.0,0.0,0.0
4,50,Versicolor,train,PW,1.4,0.0,0.9602,0.0,0.0398,0.0,0.0,0.0
4,51,Versicolor,train,SL,6.4,0.0,0.5038,0.0,0.4958,0.0,0.0,0.0004
4,51,Versicolor,train,SW,3.2,0.3917,0.0,0.0,0.0,0.3774,0.0,0.2309
4,51,Versicolor,train,PL,4.5,0.0,0.8933,0.0,0.1067,0.0,0.0,0.0
4,51,Versicolor,train,PW,1.5,0.0,0.8886,0.0,0.1114,0.0,0.0,0.0
4,52,Versicolor,train,SL,6.9,0.7991,0.0,0.0,0.2009,0.0,0.0,0.0
4,52,Versicolor,train,SW,3.1,0.4145,0.0,0.0,0.2989,0.0,0.0,0.2866
4,52,Versicolor,train,PL,4.9,0.0,0.5284,0.0,0.4716,0.0,0.0,0.0
4,52,Versicolor,train,PW,1.5,0.0,0.8886,0.0,0.1114,0.0,0.0,0.0
4,53,Versicolor,train,SL,5.5,0.0,0.4887,0.0,0.0,0.0,0.3923,0.119
4,53,Versicolor,train,SW,2.3,0.0,0.684,0.0,0.2884,0.0,0.0,0.0276
4,53,Versicolor,train,PL,4.0,0.0,0.9799,0.0,0.0201,0.0,0.0,0.0
4,53,Versicolor,train,PW,1.3,0.0,0.9848,0.0,0.0152,0.0,0.0,0.0
4,54,Versicolor,train,SL,6.5,0.5566,0.0,0.0,0.4432,0.0,0.0,0.0001
4,54,Versicolor,train,SW,2.8,0.0,0.489,0.0,0.3973,0.0,0.0,0.1137
4,54,Versicolor,train,PL,4.6,0.0,0.8418,0.0,0.1582,0.0,0.0,0.0
4,54,Versicolor,train,PW,1.5,0.0,0.8886,0.0,0.1114,0.0,0.0,0.0
4,55,Versicolor,train,SL,5.7,0.0,0.6621,0.0,0.1942,0.0,0.0,0.1438
4,55,Versicolor,train,SW,2.8,0.0,0.489,0.0,0.3973,0.0,0.0,0.1137
4,55,Versicolor,train,PL,4.5,0.0,0.8933,0.0,0.1067,0.0,0.0,0.0
4,55,Versicolor,train,PW,1.3,0.0,0.9848,0.0,0.0152,0.0,0.0,0.0
4,56,Versicolor,train,SL,6.3,0.0,0.5597,0.0,0.4393,0.0,0.0,0.001
4,56,Versicolor,train,SW,3.3,0.0,0.0,0.481,0.0,0.3515,0.0,0.1674
4,56,Versicolor,train,PL,4.7,0.0,0.766,0.0,0.234,0.0,0.0,0.0
4,56,Versicolor,train,PW,1.6,0.0,0.7009,0.0,0.2991,0.0,0.0,0.0
4,58,Versicolor,train,SL,6.6,0.62,0.0,0.0,0.38,0.0,0.0,0.0
4,58,Versicolor,train,SW,2.9,0.0,0.4308,0.0,0.4134,0.0,0.0,0.1558
4,58,Versicolor,train,PL,4.6,0.0,0.8418,0.0,0.1582,0.0,0.0,0.0
4,58,Versicolor,train,PW,1.3,0.0,0.9848,0.0,0.0152,0.0,0.0,0.0
4,59,Versicolor,train,SL,5.2,0.0,0.0,0.782,0.0,0.0,0.1801,0.0379
4,59,Versicolor,train,SW,2.7,0.0,0.5405,0.0,0.3762,0.0,0.0,0.0833
4,59,Versicolor,train,PL,3.9,0.0,0.9843,0.0,0.0157,0.0,0.0,0.0
4,59,Versicolor,train,PW,1.4,0.0,0.9602,0.0,0.0398,0.0,0.0,0.0
4,61,Versicolor,train,SL,5.9,0.0,0.6993,0.0,0.2652,0.0,0.0,0.0355
4,61,Versicolor,train,SW,3.0,0.4206,0.0,0.0,0.3668,0.0,0.0,0.2127
4,61,Versicolor,train,PL,4.2,0.0,0.9638,0.0,0.0362,0.0,0.0,0.0
4,61,Versicolor,train,PW,1.5,0.0,0.8886,0.0,0.1114,0.0,0.0,0.0
4,62,Versicolor,train,SL,6.0,0.0,0.682,0.0,0.3021,0.0,0.0,0.0159
4,62,Versicolor,train,SW,2.2,0.0,0.7071,0.0,0.2709,0.0,0.0,0.022
4,62,Versicolor,train,PL,4.0,0.0,0.9799,0.0,0.0201,0.0,0.0,0.0
4,62,Versicolor,train,PW,1.0,0.0,0.9984,0.0,0.0016,0.0,0.0,0.0
4,63,Versicolor,train,SL,6.1,0.0,0.6507,0.0,0.3426,0.0,0.0,0.0067
4,63,Versicolor,train,SW,2.9,0.0,0.4308,0.0,0.4134,0.0,0.0,0.1558
4,63,Versicolor,train,PL,4.7,0.0,0.766,0.0,0.234,0.0,0.0,0.0
4,63,Versicolor,train,PW,1.4,0.0,0.9602,0.0,0.0398,0.0,0.0,0.0
4,65,Versicolor,train,SL,6.7,0.6833,0.0,0.0,0.3167,0.0,0.0,0.0
4,65,Versicolor,train,SW,3.1,0.4145,0.0,0.0,0.2989,0.0,0.0,0.2866
4,65,Versicolor,train,PL,4.4,0.0,0.9272,0.0,0.0728,0.0,0.0,0.0
4,65,Versicolor,train,PW,1.4,0.0,0.9602,0.0,0.0398,0.0,0.0,0.0
4,66,Versicolor,train,SL,5.6,0.0,0.5917,0.0,0.0,0.0,0.2516,0.1567
4,66,Versicolor,train,SW,3.0,0.4206,0.0,0.0,0.3668,0.0,0.0,0.2127
4,66,Versicolor,train,PL,4.5,0.0,0.8933,0.0,0.1067,0.0,0.0,0.0
4,66,Versicolor,train,PW,1.5,0.0,0.8886,0.0,0.1114,0.0,0.0,0.0
4,67,Versicolor,train,SL,5.8,0.0,0.6956,0.0,0.23,0.0,0.0,0.0744
4,67,Versicolor,train,SW,2.7,0.0,0.5405,0.0,0.3762,0.0,0.0,0.0833
4,67,Versicolor,train,PL,4.1,0.0,0.9734,0.0,0.0266,0.0,0.0,0.0
4,67,Versicolor,train,PW,1.0,0.0,0.9984,0.0,0.0016,0.0,0.0,0.0
4,68,Versicolor,train,SL,6.2,0.0,0.6092,0.0,0.3882,0.0,0.0,0.0027
4,68,Versicolor,train,SW,2.2,0.0,0.7071,0.0,0.2709,0.0,0.0,0.022
4,68,Versicolor,train,PL,4.5,0.0,0.8933,0.0,0.1067,0.0,0.0,0.0
4,68,Versicolor,train,PW,1.5,0.0,0.8886,0.0,0.1114,0.0,0.0,0.0
4,70,Versicolor,train,SL,5.9,0.0,0.6993,0.0,0.2652,0.0,0.0,0.0355
4,70,Versicolor,train,SW,3.2,0.3917,0.0,0.0,0.0,0.3774,0.0,0.2309
4,70,Versicolor,train,PL,4.8,0.0,0.6607,0.0,0.3393,0.0,0.0,0.0
4,70,Versicolor,train,PW,1.8,0.8756,0.0,0.0,0.1244,0.0,0.0,0.0
4,72,Versicolor,train,SL,6.3,0.0,0.5597,0.0,0.4393,0.0,0.0,0.001
4,72,Versicolor,train,SW,2.5,0.0,0.6237,0.0,0.33,0.0,0.0,0.0462
4,72,Versicolor,train,PL,4.9,0.0,0.5284,0.0,0.4716,0.0,0.0,0.0
4,72,Versicolor,train,PW,1.5,0.0,0.8886,0.0,0.1114,0.0,0.0,0.0
4,73,Versicolor,train,SL,6.1,0.0,0.6507,0.0,0.3426,0.0,0.0,0.0067
4,73,Versicolor,train,SW,2.8,0.0,0.489,0.0,0.3973,0.0,0.0,0.1137
4,73,Versicolor,train,PL,4.7,0.0,0.766,0.0,0.234,0.0,0.0,0.0
4,73,Versicolor,train,PW,1.2,0.0,0.9936,0.0,0.0064,0.0,0.0,0.0
4,76,Versicolor,train,SL,6.8,0.7438,0.0,0.0,0.2562,0.0,0.0,0.0
4,76,Versicolor,train,SW,2.8,0.0,0.489,0.0,0.3973,0.0,0.0,0.1137
4,76,Versicolor,train,PL,4.8,0.0,0.6607,0.0,0.3393,0.0,0.0,0.0
4,76,Versicolor,train,PW,1.4,0.0,0.9602,0.0,0.0398,0.0,0.0,0.0
4,77,Versicolor,train,SL,6.7,0.6833,0.0,0.0,0.3167,0.0,0.0,0.0
4,77,Versicolor,train,SW,3.0,0.4206,0.0,0.0,0.3668,0.0,0.0,0.2127
4,77,Versicolor,train,PL,5.0,0.6159,0.0,0.0,0.3841,0.0,0.0,0.0
4,77,Versicolor,train,PW,1.7,0.6204,0.0,0.0,0.3796,0.0,0.0,0.0
4,78,Versicolor,train,SL,6.0,0.0,0.682,0.0,0.3021,0.0,0.0,0.0159
4,78,Versicolor,train,SW,2.9,0.0,0.4308,0.0,0.4134,0.0,0.0,0.1558
4,78,Versicolor,train,PL,4.5,0.0,0.8933,0.0,0.1067,0.0,0.0,0.0
4,78,Versicolor,train,PW,1.5,0.0,0.8886,0.0,0.1114,0.0,0.0,0.0
4,79,Versicolor,train,SL,5.7,0.0,0.6621,0.0,0.1942,0.0,0.0,0.1438
4,79,Versicolor,train,SW,2.6,0.0,0.5853,0.0,0.3531,0.0,0.0,0.0616
4,79,Versicolor,train,PL,3.5,0.0,0.992,0.0,0.008,0.0,0.0,0.0
4,79,Versicolor,train,PW,1.0,0.0,0.9984,0.0,0.0016,0.0,0.0,0.0
4,80,Versicolor,train,SL,5.5,0.0,0.4887,0.0,0.0,0.0,0.3923,0.119
4,80,Versicolor,train,SW,2.4,0.0,0.6564,0.0,0.3082,0.0,0.0,0.0354
4,80,Versicolor,train,PL,3.8,0.0,0.9874,0.0,0.0126,0.0,0.0,0.0
4,80,Versicolor,train,PW,1.1,0.0,0.997,0.0,0.003,0.0,0.0,0.0
4,81,Versicolor,train,SL,5.5,0.0,0.4887,0.0,0.0,0.0,0.3923,0.119
4,81,Versicolor,train,SW,2.4,0.0,0.6564,0.0,0.3082,0.0,0.0,0.0354
4,81,Versicolor,train,PL,3.7,0.0,0.9895,0.0,0.0105,0.0,0.0,0.0
4,81,Versicolor,train,PW,1.0,0.0,0.9984,0.0,0.0016,0.0,0.0,0.0
4,82,Versicolor,train,SL,5.8,0.0,0.6956,0.0,0.23,0.0,0.0,0.0744
4,82,Versicolor,train,SW,2.7,0.0,0.5405,0.0,0.3762,0.0,0.0,0.0833
4,82,Versicolor,train,PL,3.9,0.0,0.9843,0.0,0.0157,0.0,0.0,0.0
4,82,Versicolor,train,PW,1.2,0.0,0.9936,0.0,0.0064,0.0,0.0,0.0
4,84,Versicolor,train,SL,5.4,0.0,0.0,0.5434,0.0,0.0,0.3719,0.0847
4,84,Versicolor,train,SW,3.0,0.4206,0.0,0.0,0.3668,0.0,0.0,0.2127
4,84,Versicolor,train,PL,4.5,0.0,0.8933,0.0,0.1067,0.0,0.0,0.0
4,84,Versicolor,train,PW,1.5,0.0,0.8886,0.0,0.1114,0.0,0.0,0.0
4,85,Versicolor,train,SL,6.0,0.0,0.682,0.0,0.3021,0.0,0.0,0.0159
4,85,Versicolor,train,SW,3.4,0.0,0.0,0.5892,0.0,0.2976,0.0,0.1131
4,85,Versicolor,train,PL,4.5,0.0,0.8933,0.0,0.1067,0.0,0.0,0.0
4,85,Versicolor,train,PW,1.6,0.0,0.7009,0.0,0.2991,0.0,0.0,0.0
4,86,Versicolor,train,SL,6.7,0.6833,0.0,0.0,0.3167,0.0,0.0,0.0
4,86,Versicolor,train,SW,3.1,0.4145,0.0,0.0,0.2989,0.0,0.0,0.2866
4,86,Versicolor,train,PL,4.7,0.0,0.766,0.0,0.234,0.0,0.0,0.0
4,86,Versicolor,train,PW,1.5,0.0,0.8886,0.0,0.1114,0.0,0.0,0.0
4,87,Versicolor,train,SL,6.3,0.0,0.5597,0.0,0.4393,0.0,0.0,0.001
4,87,Versicolor,train,SW,2.3,0.0,0.684,0.0,0.2884,0.0,0.0,0.0276
4,87,Versicolor,train,PL,4.4,0.0,0.9272,0.0,0.0728,0.0,0.0,0.0
4,87,Versicolor,train,PW,1.3,0.0,0.9848,0.0,0.0152,0.0,0.0,0.0
4,88,Versicolor,train,SL,5.6,0.0,0.5917,0.0,0.0,0.0,0.2516,0.1567
4,88,Versicolor,train,SW,3.0,0.4206,0.0,0.0,0.3668,0.0,0.0,0.2127
4,88,Versicolor,train,PL,4.1,0.0,0.9734,0.0,0.0266,0.0,0.0,0.0
4,88,Versicolor,train,PW,1.3,0.0,0.9848,0.0,0.0152,0.0,0.0,0.0
4,89,Versicolor,train,SL,5.5,0.0,0.4887,0.0,0.0,0.0,0.3923,0.119
4,89,Versicolor,train,SW,2.5,0.0,0.6237,0.0,0.33,0.0,0.0,0.0462
