fold,sample_index,ground_truth,dataset_split,attribute,attribute_data,{Vi},{Ve},{Se},{Vi ∪ Ve},{Vi ∪ Se},{Ve ∪ Se},{Vi ∪ Ve ∪ Se}
2,9,Setosa,train,PW,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,10,Setosa,train,SL,5.4,0.0,0.0,0.5204,0.0,0.0,0.3767,0.1028
2,10,Setosa,train,SW,3.7,0.0,0.0,0.8883,0.0,0.095,0.0,0.0167
2,10,Setosa,train,PL,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,10,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,11,Setosa,train,SL,4.8,0.0,0.0,0.9027,0.0,0.0,0.0805,0.0168
2,11,Setosa,train,SW,3.4,0.0,0.0,0.6188,0.0,0.2847,0.0,0.0966
2,11,Setosa,train,PL,1.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,11,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,13,Setosa,train,SL,4.3,0.0,0.0,0.9458,0.0,0.0,0.0437,0.0105
2,13,Setosa,train,SW,3.0,0.4643,0.0,0.0,0.3648,0.0,0.0,0.1709
2,13,Setosa,train,PL,1.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,13,Setosa,train,PW,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,14,Setosa,train,SL,5.8,0.0,0.633,0.0,0.2688,0.0,0.0,0.0982
2,14,Setosa,train,SW,4.0,0.0,0.0,0.9763,0.0,0.0218,0.0,0.0019
2,14,Setosa,train,PL,1.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,14,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,15,Setosa,train,SL,5.7,0.0,0.6034,0.0,0.2249,0.0,0.0,0.1716
2,15,Setosa,train,SW,4.4,0.0,0.0,0.9976,0.0,0.0023,0.0,0.0001
2,15,Setosa,train,PL,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,15,Setosa,train,PW,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,16,Setosa,train,SL,5.4,0.0,0.0,0.5204,0.0,0.0,0.3767,0.1028
2,16,Setosa,train,SW,3.9,0.0,0.0,0.9594,0.0,0.0365,0.0,0.0041
2,16,Setosa,train,PL,1.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,16,Setosa,train,PW,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,17,Setosa,train,SL,5.1,0.0,0.0,0.7933,0.0,0.0,0.1687,0.038
2,17,Setosa,train,SW,3.5,0.0,0.0,0.7329,0.0,0.2098,0.0,0.0573
2,17,Setosa,train,PL,1.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,17,Setosa,train,PW,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,18,Setosa,train,SL,5.7,0.0,0.6034,0.0,0.2249,0.0,0.0,0.1716
2,18,Setosa,train,SW,3.8,0.0,0.0,0.9318,0.0,0.0598,0.0,0.0084
2,18,Setosa,train,PL,1.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,18,Setosa,train,PW,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,20,Setosa,train,SL,5.4,0.0,0.0,0.5204,0.0,0.0,0.3767,0.1028
2,20,Setosa,train,SW,3.4,0.0,0.0,0.6188,0.0,0.2847,0.0,0.0966
2,20,Setosa,train,PL,1.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,20,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,21,Setosa,train,SL,5.1,0.0,0.0,0.7933,0.0,0.0,0.1687,0.038
2,21,Setosa,train,SW,3.7,0.0,0.0,0.8883,0.0,0.095,0.0,0.0167
2,21,Setosa,train,PL,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,21,Setosa,train,PW,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,22,Setosa,train,SL,4.6,0.0,0.0,0.9313,0.0,0.0,0.0567,0.012
2,22,Setosa,train,SW,3.6,0.0,0.0,0.8233,0.0,0.1449,0.0,0.0318
2,22,Setosa,train,PL,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,22,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,23,Setosa,train,SL,5.1,0.0,0.0,0.7933,0.0,0.0,0.1687,0.038
2,23,Setosa,train,SW,3.3,0.0,0.0,0.4909,0.0,0.3585,0.0,0.1506
2,23,Setosa,train,PL,1.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,23,Setosa,train,PW,0.5,0.0,0.0,0.9993,0.0,0.0,0.0007,0.0
2,24,Setosa,train,SL,4.8,0.0,0.0,0.9027,0.0,0.0,0.0805,0.0168
2,24,Setosa,train,SW,3.4,0.0,0.0,0.6188,0.0,0.2847,0.0,0.0966
2,24,Setosa,train,PL,1.9,0.0,0.0,0.9999,0.0,0.0,0.0001,0.0
2,24,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,26,Setosa,train,SL,5.0,0.0,0.0,0.843,0.0,0.0,0.129,0.028
2,26,Setosa,train,SW,3.4,0.0,0.0,0.6188,0.0,0.2847,0.0,0.0966
2,26,Setosa,train,PL,1.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,26,Setosa,train,PW,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,27,Setosa,train,SL,5.2,0.0,0.0,0.7244,0.0,0.0,0.2228,0.0528
2,27,Setosa,train,SW,3.5,0.0,0.0,0.7329,0.0,0.2098,0.0,0.0573
2,27,Setosa,train,PL,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,27,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,28,Setosa,train,SL,5.2,0.0,0.0,0.7244,0.0,0.0,0.2228,0.0528
2,28,Setosa,train,SW,3.4,0.0,0.0,0.6188,0.0,0.2847,0.0,0.0966
2,28,Setosa,train,PL,1.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,28,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,30,Setosa,train,SL,4.8,0.0,0.0,0.9027,0.0,0.0,0.0805,0.0168
2,30,Setosa,train,SW,3.1,0.454,0.0,0.0,0.2903,0.0,0.0,0.2557
2,30,Setosa,train,PL,1.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,30,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,31,Setosa,train,SL,5.4,0.0,0.0,0.5204,0.0,0.0,0.3767,0.1028
2,31,Setosa,train,SW,3.4,0.0,0.0,0.6188,0.0,0.2847,0.0,0.0966
2,31,Setosa,train,PL,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,31,Setosa,train,PW,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,32,Setosa,train,SL,5.2,0.0,0.0,0.7244,0.0,0.0,0.2228,0.0528
2,32,Setosa,train,SW,4.1,0.0,0.0,0.9864,0.0,0.0127,0.0,0.0009
2,32,Setosa,train,PL,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,32,Setosa,train,PW,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,33,Setosa,train,SL,5.5,0.0,0.4656,0.0,0.0,0.0,0.3952,0.1392
2,33,Setosa,train,SW,4.2,0.0,0.0,0.9923,0.0,0.0073,0.0,0.0004
2,33,Setosa,train,PL,1.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,33,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,34,Setosa,train,SL,4.9,0.0,0.0,0.8782,0.0,0.0,0.1006,0.0213
2,34,Setosa,train,SW,3.1,0.454,0.0,0.0,0.2903,0.0,0.0,0.2557
2,34,Setosa,train,PL,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,34,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,35,Setosa,train,SL,5.0,0.0,0.0,0.843,0.0,0.0,0.129,0.028
2,35,Setosa,train,SW,3.2,0.4181,0.0,0.0,0.0,0.365,0.0,0.217
2,35,Setosa,train,PL,1.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,35,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,36,Setosa,train,SL,5.5,0.0,0.4656,0.0,0.0,0.0,0.3952,0.1392
2,36,Setosa,train,SW,3.5,0.0,0.0,0.7329,0.0,0.2098,0.0,0.0573
2,36,Setosa,train,PL,1.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,36,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,38,Setosa,train,SL,4.4,0.0,0.0,0.9436,0.0,0.0,0.0459,0.0105
2,38,Setosa,train,SW,3.0,0.4643,0.0,0.0,0.3648,0.0,0.0,0.1709
2,38,Setosa,train,PL,1.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,38,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,40,Setosa,train,SL,5.0,0.0,0.0,0.843,0.0,0.0,0.129,0.028
2,40,Setosa,train,SW,3.5,0.0,0.0,0.7329,0.0,0.2098,0.0,0.0573
2,40,Setosa,train,PL,1.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,40,Setosa,train,PW,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,42,Setosa,train,SL,4.4,0.0,0.0,0.9436,0.0,0.0,0.0459,0.0105
2,42,Setosa,train,SW,3.2,0.4181,0.0,0.0,0.0,0.365,0.0,0.217
2,42,Setosa,train,PL,1.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,42,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,43,Setosa,train,SL,5.0,0.0,0.0,0.843,0.0,0.0,0.129,0.028
2,43,Setosa,train,SW,3.5,0.0,0.0,0.7329,0.0,0.2098,0.0,0.0573
2,43,Setosa,train,PL,1.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,43,Setosa,train,PW,0.6,0.0,0.0,0.9275,0.0,0.0,0.0723,0.0002
2,44,Setosa,train,SL,5.1,0.0,0.0,0.7933,0.0,0.0,0.1687,0.038
2,44,Setosa,train,SW,3.8,0.0,0.0,0.9318,0.0,0.0598,0.0,0.0084
2,44,Setosa,train,PL,1.9,0.0,0.0,0.9999,0.0,0.0,0.0001,0.0
2,44,Setosa,train,PW,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,45,Setosa,train,SL,4.8,0.0,0.0,0.9027,0.0,0.0,0.0805,0.0168
2,45,Setosa,train,SW,3.0,0.4643,0.0,0.0,0.3648,0.0,0.0,0.1709
2,45,Setosa,train,PL,1.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,45,Setosa,train,PW,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,46,Setosa,train,SL,5.1,0.0,0.0,0.7933,0.0,0.0,0.1687,0.038
2,46,Setosa,train,SW,3.8,0.0,0.0,0.9318,0.0,0.0598,0.0,0.0084
2,46,Setosa,train,PL,1.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,46,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,47,Setosa,train,SL,4.6,0.0,0.0,0.9313,0.0,0.0,0.0567,0.012
2,47,Setosa,train,SW,3.2,0.4181,0.0,0.0,0.0,0.365,0.0,0.217
2,47,Setosa,train,PL,1.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,47,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,48,Setosa,train,SL,5.3,0.0,0.0,0.6331,0.0,0.0,0.2929,0.074
2,48,Setosa,train,SW,3.7,0.0,0.0,0.8883,0.0,0.095,0.0,0.0167
2,48,Setosa,train,PL,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,48,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,49,Setosa,train,SL,5.0,0.0,0.0,0.843,0.0,0.0,0.129,0.028
2,49,Setosa,train,SW,3.3,0.0,0.0,0.4909,0.0,0.3585,0.0,0.1506
2,49,Setosa,train,PL,1.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,49,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,50,Versicolor,train,SL,7.0,0.8497,0.0,0.0,0.1503,0.0,0.0,0.0
2,50,Versicolor,train,SW,3.2,0.4181,0.0,0.0,0.0,0.365,0.0,0.217
2,50,Versicolor,train,PL,4.7,0.0,0.6566,0.0,0.3434,0.0,0.0,0.0
2,50,Versicolor,train,PW,1.4,0.0,0.9296,0.0,0.0704,0.0,0.0,0.0
2,51,Versicolor,train,SL,6.4,0.5496,0.0,0.0,0.4496,0.0,0.0,0.0008
2,51,Versicolor,train,SW,3.2,0.4181,0.0,0.0,0.0,0.365,0.0,0.217
2,51,Versicolor,train,PL,4.5,0.0,0.8349,0.0,0.1651,0.0,0.0,0.0
2,51,Versicolor,train,PW,1.5,0.0,0.8101,0.0,0.1899,0.0,0.0,0.0
2,53,Versicolor,train,SL,5.5,0.0,0.4656,0.0,0.0,0.0,0.3952,0.1392
2,53,Versicolor,train,SW,2.3,0.0,0.75,0.0,0.2436,0.0,0.0,0.0064
2,53,Versicolor,train,PL,4.0,0.0,0.9795,0.0,0.0205,0.0,0.0,0.0
2,53,Versicolor,train,PW,1.3,0.0,0.9722,0.0,0.0278,0.0,0.0,0.0
2,54,Versicolor,train,SL,6.5,0.604,0.0,0.0,0.3957,0.0,0.0,0.0003
2,54,Versicolor,train,SW,2.8,0.0,0.5029,0.0,0.4275,0.0,0.0,0.0696
2,54,Versicolor,train,PL,4.6,0.0,0.7576,0.0,0.2424,0.0,0.0,0.0
2,54,Versicolor,train,PW,1.5,0.0,0.8101,0.0,0.1899,0.0,0.0,0.0
2,56,Versicolor,train,SL,6.3,0.0,0.5011,0.0,0.4968,0.0,0.0,0.0021
2,56,Versicolor,train,SW,3.3,0.0,0.0,0.4909,0.0,0.3585,0.0,0.1506
2,56,Versicolor,train,PL,4.7,0.0,0.6566,0.0,0.3434,0.0,0.0,0.0
2,56,Versicolor,train,PW,1.6,0.0,0.5412,0.0,0.4588,0.0,0.0,0.0
2,57,Versicolor,train,SL,4.9,0.0,0.0,0.8782,0.0,0.0,0.1006,0.0213
2,57,Versicolor,train,SW,2.4,0.0,0.7112,0.0,0.2785,0.0,0.0,0.0103
2,57,Versicolor,train,PL,3.3,0.0,0.9986,0.0,0.0014,0.0,0.0,0.0
2,57,Versicolor,train,PW,1.0,0.0,0.9961,0.0,0.0039,0.0,0.0,0.0
2,58,Versicolor,train,SL,6.6,0.6588,0.0,0.0,0.3411,0.0,0.0,0.0001
2,58,Versicolor,train,SW,2.9,0.4533,0.0,0.0,0.4364,0.0,0.0,0.1103
2,58,Versicolor,train,PL,4.6,0.0,0.7576,0.0,0.2424,0.0,0.0,0.0
2,58,Versicolor,train,PW,1.3,0.0,0.9722,0.0,0.0278,0.0,0.0,0.0
2,59,Versicolor,train,SL,5.2,0.0,0.0,0.7244,0.0,0.0,0.2228,0.0528
2,59,Versicolor,train,SW,2.7,0.0,0.5636,0.0,0.3931,0.0,0.0,0.0433
2,59,Versicolor,train,PL,3.9,0.0,0.9864,0.0,0.0136,0.0,0.0,0.0
2,59,Versicolor,train,PW,1.4,0.0,0.9296,0.0,0.0704,0.0,0.0,0.0
2,60,Versicolor,train,SL,5.0,0.0,0.0,0.843,0.0,0.0,0.129,0.028
2,60,Versicolor,train,SW,2.0,0.0,0.8401,0.0,0.1583,0.0,0.0,0.0016
2,60,Versicolor,train,PL,3.5,0.0,0.9971,0.0,0.0029,0.0,0.0,0.0
2,60,Versicolor,train,PW,1.0,0.0,0.9961,0.0,0.0039,0.0,0.0,0.0
2,61,Versicolor,train,SL,5.9,0.0,0.6364,0.0,0.3118,0.0,0.0,0.0518
2,61,Versicolor,train,SW,3.0,0.4643,0.0,0.0,0.3648,0.0,0.0,0.1709
2,61,Versicolor,train,PL,4.2,0.0,0.9526,0.0,0.0474,0.0,0.0,0.0
2,61,Versicolor,train,PW,1.5,0.0,0.8101,0.0,0.1899,0.0,0.0,0.0
2,62,Versicolor,train,SL,6.0,0.0,0.6196,0.0,0.355,0.0,0.0,0.0254
2,62,Versicolor,train,SW,2.2,0.0,0.7841,0.0,0.2119,0.0,0.0,0.004
2,62,Versicolor,train,PL,4.0,0.0,0.9795,0.0,0.0205,0.0,0.0,0.0
2,62,Versicolor,train,PW,1.0,0.0,0.9961,0.0,0.0039,0.0,0.0,0.0
2,63,Versicolor,train,SL,6.1,0.0,0.5887,0.0,0.3996,0.0,0.0,0.0117
2,63,Versicolor,train,SW,2.9,0.4533,0.0,0.0,0.4364,0.0,0.0,0.1103
2,63,Versicolor,train,PL,4.7,0.0,0.6566,0.0,0.3434,0.0,0.0,0.0
2,63,Versicolor,train,PW,1.4,0.0,0.9296,0.0,0.0704,0.0,0.0,0.0
2,64,Versicolor,train,SL,5.6,0.0,0.5456,0.0,0.0,0.0,0.2734,0.1809
2,64,Versicolor,train,SW,2.9,0.4533,0.0,0.0,0.4364,0.0,0.0,0.1103
2,64,Versicolor,train,PL,3.6,0.0,0.9958,0.0,0.0042,0.0,0.0,0.0
2,64,Versicolor,train,PW,1.3,0.0,0.9722,0.0,0.0278,0.0,0.0,0.0
2,65,Versicolor,train,SL,6.7,0.7124,0.0,0.0,0.2876,0.0,0.0,0.0
2,65,Versicolor,train,SW,3.1,0.454,0.0,0.0,0.2903,0.0,0.0,0.2557
2,65,Versicolor,train,PL,4.4,0.0,0.8901,0.0,0.1099,0.0,0.0,0.0
2,65,Versicolor,train,PW,1.4,0.0,0.9296,0.0,0.0704,0.0,0.0,0.0
2,66,Versicolor,train,SL,5.6,0.0,0.5456,0.0,0.0,0.0,0.2734,0.1809
2,66,Versicolor,train,SW,3.0,0.4643,0.0,0.0,0.3648,0.0,0.0,0.1709
2,66,Versicolor,train,PL,4.5,0.0,0.8349,0.0,0.1651,0.0,0.0,0.0
2,66,Versicolor,train,PW,1.5,0.0,0.8101,0.0,0.1899,0.0,0.0,0.0
2,69,Versicolor,train,SL,5.6,0.0,0.5456,0.0,0.0,0.0,0.2734,0.1809
2,69,Versicolor,train,SW,2.5,0.0,0.6674,0.0,0.316,0.0,0.0,0.0166
2,69,Versicolor,train,PL,3.9,0.0,0.9864,0.0,0.0136,0.0,0.0,0.0
2,69,Versicolor,train,PW,1.1,0.0,0.9935,0.0,0.0065,0.0,0.0,0.0
2,71,Versicolor,train,SL,6.1,0.0,0.5887,0.0,0.3996,0.0,0.0,0.0117
2,71,Versicolor,train,SW,2.8,0.0,0.5029,0.0,0.4275,0.0,0.0,0.0696
2,71,Versicolor,train,PL,4.0,0.0,0.9795,0.0,0.0205,0.0,0.0,0.0
2,71,Versicolor,train,PW,1.3,0.0,0.9722,0.0,0.0278,0.0,0.0,0.0
2,73,Versicolor,train,SL,6.1,0.0,0.5887,0.0,0.3996,0.0,0.0,0.0117
2,73,Versicolor,train,SW,2.8,0.0,0.5029,0.0,0.4275,0.0,0.0,0.0696
2,73,Versicolor,train,PL,4.7,0.0,0.6566,0.0,0.3434,0.0,0.0,0.0
2,73,Versicolor,train,PW,1.2,0.0,0.9875,0.0,0.0125,0.0,0.0,0.0
2,74,Versicolor,train,SL,6.4,0.5496,0.0,0.0,0.4496,0.0,0.0,0.0008
2,74,Versicolor,train,SW,2.9,0.4533,0.0,0.0,0.4364,0.0,0.0,0.1103
2,74,Versicolor,train,PL,4.3,0.0,0.9277,0.0,0.0723,0.0,0.0,0.0
2,74,Versicolor,train,PW,1.3,0.0,0.9722,0.0,0.0278,0.0,0.0,0.0
2,75,Versicolor,train,SL,6.6,0.6588,0.0,0.0,0.3411,0.0,0.0,0.0001
2,75,Versicolor,train,SW,3.0,0.4643,0.0,0.0,0.3648,0.0,0.0,0.1709
2,75,Versicolor,train,PL,4.4,0.0,0.8901,0.0,0.1099,0.0,0.0,0.0
2,75,Versicolor,train,PW,1.4,0.0,0.9296,0.0,0.0704,0.0,0.0,0.0
2,77,Versicolor,train,SL,6.7,0.7124,0.0,0.0,0.2876,0.0,0.0,0.0
2,77,Versicolor,train,SW,3.0,0.4643,0.0,0.0,0.3648,0.0,0.0,0.1709
2,77,Versicolor,train,PL,5.0,0.709,0.0,0.0,0.291,0.0,0.0,0.0
2,77,Versicolor,train,PW,1.7,0.7819,0.0,0.0,0.2181,0.0,0.0,0.0
2,79,Versicolor,train,SL,5.7,0.0,0.6034,0.0,0.2249,0.0,0.0,0.1716
2,79,Versicolor,train,SW,2.6,0.0,0.6184,0.0,0.3548,0.0,0.0,0.0268
2,79,Versicolor,train,PL,3.5,0.0,0.9971,0.0,0.0029,0.0,0.0,0.0
2,79,Versicolor,train,PW,1.0,0.0,0.9961,0.0,0.0039,0.0,0.0,0.0
2,81,Versicolor,train,SL,5.5,0.0,0.4656,0.0,0.0,0.0,0.3952,0.1392
2,81,Versicolor,train,SW,2.4,0.0,0.7112,0.0,0.2785,0.0,0.0,0.0103
2,81,Versicolor,train,PL,3.7,0.0,0.9939,0.0,0.0061,0.0,0.0,0.0
2,81,Versicolor,train,PW,1.0,0.0,0.9961,0.0,0.0039,0.0,0.0,0.0
2,82,Versicolor,train,SL,5.8,0.0,0.633,0.0,0.2688,0.0,0.0,0.0982
2,82,Versicolor,train,SW,2.7,0.0,0.5636,0.0,0.3931,0.0,0.0,0.0433
2,82,Versicolor,train,PL,3.9,0.0,0.9864,0.0,0.0136,0.0,0.0,0.0
2,82,Versicolor,train,PW,1.2,0.0,0.9875,0.0,0.0125,0.0,0.0,0.0
2,83,Versicolor,train,SL,6.0,0.0,0.6196,0.0,0.355,0.0,0.0,0.0254
2,83,Versicolor,train,SW,2.7,0.0,0.5636,0.0,0.3931,0.0,0.0,0.0433
2,83,Versicolor,train,PL,5.1,0.8061,0.0,0.0,0.1939,0.0,0.0,0.0
2,83,Versicolor,train,PW,1.6,0.0,0.5412,0.0,0.4588,0.0,0.0,0.0
2,85,Versicolor,train,SL,6.0,0.0,0.6196,0.0,0.355,0.0,0.0,0.0254
2,85,Versicolor,train,SW,3.4,0.0,0.0,0.6188,0.0,0.2847,0.0,0.0966
2,85,Versicolor,train,PL,4.5,0.0,0.8349,0.0,0.1651,0.0,0.0,0.0
2,85,Versicolor,train,PW,1.6,0.0,0.5412,0.0,0.4588,0.0,0.0,0.0
2,86,Versicolor,train,SL,6.7,0.7124,0.0,0.0,0.2876,0.0,0.0,0.0
2,86,Versicolor,train,SW,3.1,0.454,0.0,0.0,0.2903,0.0,0.0,0.2557
2,86,Versicolor,train,PL,4.7,0.0,0.6566,0.0,0.3434,0.0,0.0,0.0
2,86,Versicolor,train,PW,1.5,0.0,0.8101,0.0,0.1899,0.0,0.0,0.0
2,87,Versicolor,train,SL,6.3,0.0,0.5011,0.0,0.4968,0.0,0.0,0.0021
2,87,Versicolor,train,SW,2.3,0.0,0.75,0.0,0.2436,0.0,0.0,0.0064
2,87,Versicolor,train,PL,4.4,0.0,0.8901,0.0,0.1099,0.0,0.0,0.0
2,87,Versicolor,train,PW,1.3,0.0,0.9722,0.0,0.0278,0.0,0.0,0.0
2,88,Versicolor,train,SL,5.6,0.0,0.5456,0.0,0.0,0.0,0.2734,0.1809
2,88,Versicolor,train,SW,3.0,0.4643,0.0,0.0,0.3648,0.0,0.0,0.1709
2,88,Versicolor,train,PL,4.1,0.0,0.9689,0.0,0.0311,0.0,0.0,0.0
2,88,Versicolor,train,PW,1.3,0.0,0.9722,0.0,0.0278,0.0,0.0,0.0
2,89,Versicolor,train,SL,5.5,0.0,0.4656,0.0,0.0,0.0,0.3952,0.1392
2,89,Versicolor,train,SW,2.5,0.0,0.6674,0.0,0.316,0.0,0.0,0.0166
2,89,Versicolor,train,PL,4.0,0.0,0.9795,0.0,0.0205,0.0,0.0,0.0
2,89,Versicolor,train,PW,1.3,0.0,0.9722,0.0,0.0278,0.0,0.0,0.0
2,90,Versicolor,train,SL,5.5,0.0,0.4656,0.0,0.0,0.0,0.3952,0.1392
2,90,Versicolor,train,SW,2.6,0.0,0.6184,0.0,0.3548,0.0,0.0,0.0268
2,90,Versicolor,train,PL,4.4,0.0,0.8901,0.0,0.1099,0.0,0.0,0.0
2,90,Versicolor,train,PW,1.2,0.0,0.9875,0.0,0.0125,0.0,0.0,0.0
2,91,Versicolor,train,SL,6.1,0.0,0.5887,0.0,0.3996,0.0,0.0,0.0117
2,91,Versicolor,train,SW,3.0,0.4643,0.0,0.0,0.3648,0.0,0.0,0.1709
