sample_index,ground_truth,dataset_split,attribute,attribute_data,{C1},{C2},{C3},{C1 ∪ C2},{C1 ∪ C3},{C2 ∪ C3},{C1 ∪ C2 ∪ C3}
18,Class 1,unknown,Mal,1.57,0.9035,0.0,0.0,0.0887,0.0,0.0,0.0078
18,Class 1,unknown,Ash,2.62,0.0,0.0,0.4058,0.0,0.3961,0.0,0.1981
18,Class 1,unknown,AlkAsh,20.0,0.0,0.0,0.4306,0.0,0.0,0.3192,0.2502
18,Class 1,unknown,Mg,115.0,0.5303,0.0,0.0,0.0,0.2468,0.0,0.2229
18,Class 1,unknown,TotPhen,2.95,0.7756,0.0,0.0,0.2223,0.0,0.0,0.0021
18,Class 1,unknown,Flav,3.4,0.8554,0.0,0.0,0.1446,0.0,0.0,0.0
18,Class 1,unknown,Nonflav,0.4,0.0,0.385,0.0,0.0,0.0,0.3698,0.2452
18,Class 1,unknown,ProAn,1.72,0.6037,0.0,0.0,0.2425,0.0,0.0,0.1538
18,Class 1,unknown,Color,6.6,0.5855,0.0,0.0,0.0,0.4138,0.0,0.0007
18,Class 1,unknown,Hue,1.13,0.6418,0.0,0.0,0.3574,0.0,0.0,0.0008
18,Class 1,unknown,OD,2.57,0.0,0.647,0.0,0.341,0.0,0.0,0.012
18,Class 1,unknown,Proline,1130.0,0.9994,0.0,0.0,0.0006,0.0,0.0,0.0
19,Class 1,unknown,Alc,14.19,0.8213,0.0,0.0,0.0,0.1754,0.0,0.0033
19,Class 1,unknown,Mal,1.59,0.9147,0.0,0.0,0.0784,0.0,0.0,0.0069
19,Class 1,unknown,Ash,2.48,0.0,0.0,0.4248,0.0,0.3634,0.0,0.2118
19,Class 1,unknown,AlkAsh,16.5,0.6492,0.0,0.0,0.2634,0.0,0.0,0.0874
19,Class 1,unknown,Mg,108.0,0.4621,0.0,0.0,0.0,0.3293,0.0,0.2086
19,Class 1,unknown,TotPhen,3.3,0.7991,0.0,0.0,0.2008,0.0,0.0,0.0001
19,Class 1,unknown,Flav,3.93,0.792,0.0,0.0,0.208,0.0,0.0,0.0
19,Class 1,unknown,Nonflav,0.32,0.5282,0.0,0.0,0.3023,0.0,0.0,0.1695
19,Class 1,unknown,ProAn,1.86,0.6392,0.0,0.0,0.2434,0.0,0.0,0.1174
19,Class 1,unknown,Color,8.7,0.0,0.0,0.9081,0.0,0.0919,0.0,0.0
19,Class 1,unknown,Hue,1.23,0.5697,0.0,0.0,0.4303,0.0,0.0,0.0
19,Class 1,unknown,OD,2.82,0.517,0.0,0.0,0.4826,0.0,0.0,0.0004
19,Class 1,unknown,Proline,1680.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Class 1,unknown,Alc,13.64,0.6003,0.0,0.0,0.0,0.3719,0.0,0.0278
20,Class 1,unknown,Mal,3.1,0.7509,0.0,0.0,0.2283,0.0,0.0,0.0208
20,Class 1,unknown,Ash,2.56,0.0,0.0,0.4202,0.0,0.3808,0.0,0.199
20,Class 1,unknown,AlkAsh,15.2,0.738,0.0,0.0,0.2303,0.0,0.0,0.0317
20,Class 1,unknown,Mg,116.0,0.5368,0.0,0.0,0.0,0.2348,0.0,0.2284
20,Class 1,unknown,TotPhen,2.7,0.6661,0.0,0.0,0.3192,0.0,0.0,0.0147
20,Class 1,unknown,Flav,3.03,0.8077,0.0,0.0,0.1923,0.0,0.0,0.0
20,Class 1,unknown,Nonflav,0.17,0.4761,0.0,0.0,0.4375,0.0,0.0,0.0864
20,Class 1,unknown,ProAn,1.66,0.5775,0.0,0.0,0.2464,0.0,0.0,0.1761
20,Class 1,unknown,Color,5.1,0.6672,0.0,0.0,0.0,0.2453,0.0,0.0875
20,Class 1,unknown,Hue,0.96,0.0,0.4714,0.0,0.4649,0.0,0.0,0.0637
20,Class 1,unknown,OD,3.36,0.6578,0.0,0.0,0.3422,0.0,0.0,0.0
20,Class 1,unknown,Proline,845.0,0.5114,0.0,0.0,0.0,0.2972,0.0,0.1914
21,Class 1,unknown,Alc,14.06,0.7861,0.0,0.0,0.0,0.2086,0.0,0.0053
21,Class 1,unknown,Mal,1.63,0.9294,0.0,0.0,0.0649,0.0,0.0,0.0057
21,Class 1,unknown,Ash,2.28,0.0,0.0,0.3562,0.0,0.3251,0.0,0.3187
21,Class 1,unknown,AlkAsh,16.0,0.6892,0.0,0.0,0.2502,0.0,0.0,0.0606
21,Class 1,unknown,Mg,126.0,0.5308,0.0,0.0,0.3454,0.0,0.0,0.1238
21,Class 1,unknown,TotPhen,3.0,0.7865,0.0,0.0,0.2121,0.0,0.0,0.0014
21,Class 1,unknown,Flav,3.17,0.8358,0.0,0.0,0.1642,0.0,0.0,0.0
21,Class 1,unknown,Nonflav,0.24,0.601,0.0,0.0,0.3016,0.0,0.0,0.0974
21,Class 1,unknown,ProAn,2.1,0.6406,0.0,0.0,0.2751,0.0,0.0,0.0843
21,Class 1,unknown,Color,5.65,0.6933,0.0,0.0,0.0,0.2876,0.0,0.0191
21,Class 1,unknown,Hue,1.09,0.6376,0.0,0.0,0.3601,0.0,0.0,0.0023
21,Class 1,unknown,OD,3.71,0.5844,0.0,0.0,0.4156,0.0,0.0,0.0
21,Class 1,unknown,Proline,780.0,0.0,0.0,0.5415,0.0,0.0,0.2606,0.1979
22,Class 1,unknown,Alc,12.93,0.0,0.0,0.5602,0.0,0.0,0.3103,0.1295
22,Class 1,unknown,Mal,3.8,0.6784,0.0,0.0,0.2946,0.0,0.0,0.027
22,Class 1,unknown,Ash,2.65,0.4045,0.0,0.0,0.0,0.3953,0.0,0.2002
