sample_index,ground_truth,dataset_split,attribute,attribute_data,{Ka},{Ro},{Ca},{Ka ∪ Ro},{Ka ∪ Ca},{Ro ∪ Ca},{Ka ∪ Ro ∪ Ca}
5,Kama,unknown,P,14.99,0.7039,0.0,0.0,0.2961,0.0,0.0,0.0
5,Kama,unknown,C,0.9034,0.0,0.5077,0.0,0.4535,0.0,0.0,0.0388
5,Kama,unknown,KL,5.658,0.7976,0.0,0.0,0.1827,0.0,0.0,0.0197
5,Kama,unknown,KW,3.562,0.0,0.8096,0.0,0.1904,0.0,0.0,0.0
5,Kama,unknown,AC,1.355,0.728,0.0,0.0,0.2232,0.0,0.0,0.0488
5,Kama,unknown,KG,5.175,0.0,0.0,0.6142,0.0,0.3828,0.0,0.003
6,Kama,unknown,A,14.38,0.9727,0.0,0.0,0.0249,0.0,0.0,0.0024
6,Kama,unknown,P,14.21,0.962,0.0,0.0,0.0,0.0269,0.0,0.0111
6,Kama,unknown,C,0.8951,0.0,0.5173,0.0,0.4298,0.0,0.0,0.0529
6,Kama,unknown,KL,5.386,0.0,0.0,0.4934,0.0,0.4929,0.0,0.0137
6,Kama,unknown,KW,3.312,0.8571,0.0,0.0,0.1374,0.0,0.0,0.0055
6,Kama,unknown,AC,2.462,0.5404,0.0,0.0,0.3291,0.0,0.0,0.1305
6,Kama,unknown,KG,4.956,0.0,0.0,0.5261,0.0,0.4737,0.0,0.0002
7,Kama,unknown,A,14.69,0.9567,0.0,0.0,0.0429,0.0,0.0,0.0004
7,Kama,unknown,P,14.49,0.961,0.0,0.0,0.0371,0.0,0.0,0.0019
7,Kama,unknown,C,0.8799,0.0,0.467,0.0,0.412,0.0,0.0,0.121
7,Kama,unknown,KL,5.563,0.8225,0.0,0.0,0.0,0.0936,0.0,0.0839
7,Kama,unknown,KW,3.259,0.9077,0.0,0.0,0.0751,0.0,0.0,0.0172
7,Kama,unknown,AC,3.586,0.0,0.395,0.0,0.3161,0.0,0.0,0.2889
7,Kama,unknown,KG,5.219,0.0,0.0,0.5999,0.0,0.3946,0.0,0.0055
8,Kama,unknown,A,14.11,0.9753,0.0,0.0,0.0156,0.0,0.0,0.0091
8,Kama,unknown,P,14.1,0.9278,0.0,0.0,0.0,0.0654,0.0,0.0068
8,Kama,unknown,C,0.8911,0.0,0.5133,0.0,0.4229,0.0,0.0,0.0638
8,Kama,unknown,KL,5.42,0.5747,0.0,0.0,0.0,0.4053,0.0,0.02
8,Kama,unknown,KW,3.302,0.8701,0.0,0.0,0.123,0.0,0.0,0.0069
8,Kama,unknown,AC,2.7,0.4933,0.0,0.0,0.3492,0.0,0.0,0.1575
8,Kama,unknown,KG,5.0,0.0,0.0,0.5653,0.0,0.4343,0.0,0.0004
9,Kama,unknown,A,16.63,0.0,0.7507,0.0,0.2493,0.0,0.0,0.0
9,Kama,unknown,P,15.46,0.0,0.8387,0.0,0.1613,0.0,0.0,0.0
9,Kama,unknown,C,0.8747,0.0,0.4248,0.0,0.4051,0.0,0.0,0.1701
9,Kama,unknown,KL,6.053,0.0,0.9378,0.0,0.0622,0.0,0.0,0.0
9,Kama,unknown,KW,3.465,0.0,0.536,0.0,0.4639,0.0,0.0,0.0001
9,Kama,unknown,AC,2.04,0.6191,0.0,0.0,0.2895,0.0,0.0,0.0914
9,Kama,unknown,KG,5.877,0.0,0.9865,0.0,0.0134,0.0,0.0,0.0001
10,Kama,unknown,A,16.44,0.0,0.6544,0.0,0.3456,0.0,0.0,0.0
10,Kama,unknown,P,15.25,0.0,0.6208,0.0,0.3792,0.0,0.0,0.0
10,Kama,unknown,C,0.888,0.0,0.5059,0.0,0.4191,0.0,0.0,0.075
10,Kama,unknown,KL,5.884,0.0,0.6813,0.0,0.3186,0.0,0.0,0.0001
10,Kama,unknown,KW,3.505,0.0,0.6631,0.0,0.3369,0.0,0.0,0.0
10,Kama,unknown,AC,1.969,0.6316,0.0,0.0,0.2825,0.0,0.0,0.0859
10,Kama,unknown,KG,5.533,0.4764,0.0,0.0,0.3808,0.0,0.0,0.1428
11,Kama,unknown,A,15.26,0.8797,0.0,0.0,0.1203,0.0,0.0,0.0
11,Kama,unknown,P,14.85,0.827,0.0,0.0,0.173,0.0,0.0,0.0
11,Kama,unknown,C,0.8696,0.3908,0.0,0.0,0.3692,0.0,0.0,0.24
11,Kama,unknown,KL,5.714,0.7186,0.0,0.0,0.275,0.0,0.0,0.0064
11,Kama,unknown,KW,3.242,0.9145,0.0,0.0,0.0613,0.0,0.0,0.0242
11,Kama,unknown,AC,4.543,0.0,0.0,0.4648,0.0,0.0,0.3753,0.1599
11,Kama,unknown,KG,5.314,0.0,0.0,0.5278,0.0,0.451,0.0,0.0212
12,Kama,unknown,A,14.03,0.973,0.0,0.0,0.0137,0.0,0.0,0.0133
12,Kama,unknown,P,14.16,0.9503,0.0,0.0,0.0,0.0408,0.0,0.0089
12,Kama,unknown,C,0.8796,0.0,0.465,0.0,0.4117,0.0,0.0,0.1233
12,Kama,unknown,KL,5.438,0.6181,0.0,0.0,0.0,0.3575,0.0,0.0244
12,Kama,unknown,KW,3.201,0.9101,0.0,0.0,0.0,0.0529,0.0,0.037
12,Kama,unknown,AC,1.717,0.6737,0.0,0.0,0.2579,0.0,0.0,0.0684
12,Kama,unknown,KG,5.001,0.0,0.0,0.5661,0.0,0.4335,0.0,0.0004
13,Kama,unknown,A,13.89,0.9642,0.0,0.0,0.0,0.025,0.0,0.0108
13,Kama,unknown,P,14.02,0.8787,0.0,0.0,0.0,0.1166,0.0,0.0047
13,Kama,unknown,C,0.888,0.0,0.5059,0.0,0.4191,0.0,0.0,0.075
13,Kama,unknown,KL,5.439,0.6204,0.0,0.0,0.0,0.3549,0.0,0.0247
13,Kama,unknown,KW,3.199,0.909,0.0,0.0,0.0,0.0549,0.0,0.0361
13,Kama,unknown,AC,3.986,0.0,0.3958,0.0,0.0,0.0,0.3604,0.2438
13,Kama,unknown,KG,4.738,0.7878,0.0,0.0,0.0,0.2122,0.0,0.0
14,Kama,unknown,A,13.78,0.951,0.0,0.0,0.0,0.0401,0.0,0.0089
14,Kama,unknown,P,14.06,0.9063,0.0,0.0,0.0,0.088,0.0,0.0057
14,Kama,unknown,C,0.8759,0.0,0.4359,0.0,0.4071,0.0,0.0,0.157
14,Kama,unknown,KL,5.479,0.7096,0.0,0.0,0.0,0.2527,0.0,0.0377
14,Kama,unknown,KW,3.156,0.8641,0.0,0.0,0.0,0.1155,0.0,0.0204
14,Kama,unknown,AC,3.136,0.405,0.0,0.0,0.3785,0.0,0.0,0.2165
14,Kama,unknown,KG,4.872,0.5785,0.0,0.0,0.0,0.4214,0.0,0.0001
15,Kama,unknown,A,13.74,0.9443,0.0,0.0,0.0,0.0474,0.0,0.0083
15,Kama,unknown,P,14.05,0.9,0.0,0.0,0.0,0.0946,0.0,0.0054
15,Kama,unknown,C,0.8744,0.0,0.422,0.0,0.4045,0.0,0.0,0.1735
15,Kama,unknown,KL,5.482,0.7156,0.0,0.0,0.0,0.2455,0.0,0.0389
15,Kama,unknown,KW,3.114,0.7714,0.0,0.0,0.0,0.2175,0.0,0.0111
15,Kama,unknown,AC,2.932,0.4464,0.0,0.0,0.3662,0.0,0.0,0.1874
15,Kama,unknown,KG,4.825,0.6503,0.0,0.0,0.0,0.3496,0.0,0.0001
16,Kama,unknown,A,14.59,0.9633,0.0,0.0,0.0359,0.0,0.0,0.0008
16,Kama,unknown,P,14.28,0.9704,0.0,0.0,0.015,0.0,0.0,0.0146
16,Kama,unknown,C,0.8993,0.0,0.5154,0.0,0.44,0.0,0.0,0.0446
16,Kama,unknown,KL,5.351,0.0,0.0,0.5759,0.0,0.4149,0.0,0.0092
16,Kama,unknown,KW,3.333,0.8243,0.0,0.0,0.1723,0.0,0.0,0.0034
16,Kama,unknown,AC,4.185,0.0,0.0,0.3974,0.0,0.0,0.3912,0.2114
16,Kama,unknown,KG,4.781,0.721,0.0,0.0,0.0,0.279,0.0,0.0
17,Kama,unknown,A,13.99,0.9713,0.0,0.0,0.0,0.0159,0.0,0.0128
17,Kama,unknown,P,13.83,0.6569,0.0,0.0,0.0,0.3414,0.0,0.0017
17,Kama,unknown,C,0.9183,0.5349,0.0,0.0,0.4362,0.0,0.0,0.0289
17,Kama,unknown,KL,5.119,0.0,0.0,0.8358,0.0,0.1632,0.0,0.001
17,Kama,unknown,KW,3.383,0.7156,0.0,0.0,0.2834,0.0,0.0,0.001
17,Kama,unknown,AC,5.234,0.0,0.0,0.5891,0.0,0.0,0.3242,0.0867
17,Kama,unknown,KG,4.781,0.721,0.0,0.0,0.0,0.279,0.0,0.0
18,Kama,unknown,A,15.69,0.747,0.0,0.0,0.253,0.0,0.0,0.0
18,Kama,unknown,P,14.75,0.8857,0.0,0.0,0.1142,0.0,0.0,0.0001
18,Kama,unknown,C,0.9058,0.0,0.5007,0.0,0.4631,0.0,0.0,0.0362
18,Kama,unknown,KL,5.527,0.7895,0.0,0.0,0.0,0.1501,0.0,0.0604
18,Kama,unknown,KW,3.514,0.0,0.6895,0.0,0.3105,0.0,0.0,0.0
18,Kama,unknown,AC,1.599,0.6922,0.0,0.0,0.2464,0.0,0.0,0.0614
18,Kama,unknown,KG,5.046,0.0,0.0,0.5945,0.0,0.4049,0.0,0.0006
19,Kama,unknown,A,14.7,0.9559,0.0,0.0,0.0437,0.0,0.0,0.0004
19,Kama,unknown,P,14.21,0.962,0.0,0.0,0.0,0.0269,0.0,0.0111
19,Kama,unknown,C,0.9153,0.5143,0.0,0.0,0.4558,0.0,0.0,0.0299
19,Kama,unknown,KL,5.205,0.0,0.0,0.7883,0.0,0.2097,0.0,0.002
19,Kama,unknown,KW,3.466,0.0,0.5393,0.0,0.4606,0.0,0.0,0.0001
19,Kama,unknown,AC,1.767,0.6656,0.0,0.0,0.2628,0.0,0.0,0.0716
19,Kama,unknown,KG,4.649,0.8995,0.0,0.0,0.0,0.1005,0.0,0.0
20,Kama,unknown,A,12.72,0.0,0.0,0.6706,0.0,0.3287,0.0,0.0007
20,Kama,unknown,P,13.57,0.0,0.0,0.7118,0.0,0.2879,0.0,0.0003
20,Kama,unknown,C,0.8686,0.3866,0.0,0.0,0.3567,0.0,0.0,0.2567
20,Kama,unknown,KL,5.226,0.0,0.0,0.7697,0.0,0.2279,0.0,0.0024
20,Kama,unknown,KW,3.049,0.5406,0.0,0.0,0.0,0.4558,0.0,0.0036
20,Kama,unknown,AC,4.102,0.0,0.3934,0.0,0.0,0.0,0.382,0.2246
20,Kama,unknown,KG,4.914,0.5215,0.0,0.0,0.0,0.4783,0.0,0.0002
21,Kama,unknown,A,14.16,0.9759,0.0,0.0,0.017,0.0,0.0,0.0071
21,Kama,unknown,P,14.4,0.9701,0.0,0.0,0.0252,0.0,0.0,0.0047
21,Kama,unknown,C,0.8584,0.0,0.0,0.4828,0.0,0.3078,0.0,0.2094
21,Kama,unknown,KL,5.658,0.7976,0.0,0.0,0.1827,0.0,0.0,0.0197
21,Kama,unknown,KW,3.129,0.8105,0.0,0.0,0.0,0.1756,0.0,0.0139
21,Kama,unknown,AC,3.072,0.4179,0.0,0.0,0.375,0.0,0.0,0.2071
21,Kama,unknown,KG,5.176,0.0,0.0,0.6139,0.0,0.383,0.0,0.0031
22,Kama,unknown,A,14.11,0.9753,0.0,0.0,0.0156,0.0,0.0,0.0091
22,Kama,unknown,P,14.26,0.9688,0.0,0.0,0.0,0.0174,0.0,0.0138
22,Kama,unknown,C,0.8722,0.3993,0.0,0.0,0.3994,0.0,0.0,0.2013
22,Kama,unknown,KL,5.52,0.7802,0.0,0.0,0.0,0.1632,0.0,0.0566
22,Kama,unknown,KW,3.168,0.8812,0.0,0.0,0.0,0.0947,0.0,0.0241
22,Kama,unknown,AC,2.688,0.4957,0.0,0.0,0.3482,0.0,0.0,0.1561
22,Kama,unknown,KG,5.219,0.0,0.0,0.5999,0.0,0.3946,0.0,0.0055
23,Kama,unknown,A,15.88,0.66,0.0,0.0,0.34,0.0,0.0,0.0
23,Kama,unknown,P,14.9,0.7887,0.0,0.0,0.2113,0.0,0.0,0.0
23,Kama,unknown,C,0.8988,0.0,0.5159,0.0,0.4386,0.0,0.0,0.0455
23,Kama,unknown,KL,5.618,0.8265,0.0,0.0,0.1334,0.0,0.0,0.0401
23,Kama,unknown,KW,3.507,0.0,0.6691,0.0,0.3309,0.0,0.0,0.0
23,Kama,unknown,AC,0.7651,0.8008,0.0,0.0,0.1718,0.0,0.0,0.0274
23,Kama,unknown,KG,5.091,0.0,0.0,0.6115,0.0,0.3874,0.0,0.0011
24,Kama,unknown,A,12.08,0.0,0.0,0.9118,0.0,0.0881,0.0,0.0001
24,Kama,unknown,P,13.23,0.0,0.0,0.9174,0.0,0.0826,0.0,0.0
24,Kama,unknown,C,0.8664,0.3754,0.0,0.0,0.3275,0.0,0.0,0.2971
24,Kama,unknown,KL,5.099,0.0,0.0,0.8416,0.0,0.1575,0.0,0.0009
24,Kama,unknown,KW,2.936,0.0,0.0,0.8267,0.0,0.173,0.0,0.0003
24,Kama,unknown,AC,1.415,0.7195,0.0,0.0,0.2288,0.0,0.0,0.0517
24,Kama,unknown,KG,4.961,0.0,0.0,0.5312,0.0,0.4686,0.0,0.0002
25,Kama,unknown,A,15.01,0.9234,0.0,0.0,0.0765,0.0,0.0,0.0001
25,Kama,unknown,P,14.76,0.8808,0.0,0.0,0.1191,0.0,0.0,0.0001
25,Kama,unknown,C,0.8657,0.3713,0.0,0.0,0.3177,0.0,0.0,0.311
25,Kama,unknown,KL,5.789,0.5571,0.0,0.0,0.4418,0.0,0.0,0.0011
25,Kama,unknown,KW,3.245,0.9136,0.0,0.0,0.0636,0.0,0.0,0.0228
25,Kama,unknown,AC,1.791,0.6617,0.0,0.0,0.2651,0.0,0.0,0.0732
25,Kama,unknown,KG,5.001,0.0,0.0,0.5661,0.0,0.4335,0.0,0.0004
26,Kama,unknown,A,16.19,0.0,0.5113,0.0,0.4887,0.0,0.0,0.0
26,Kama,unknown,P,15.16,0.0,0.5034,0.0,0.4966,0.0,0.0,0.0
26,Kama,unknown,C,0.8849,0.0,0.4946,0.0,0.4162,0.0,0.0,0.0892
26,Kama,unknown,KL,5.833,0.0,0.5541,0.0,0.4456,0.0,0.0,0.0003
26,Kama,unknown,KW,3.421,0.6065,0.0,0.0,0.3931,0.0,0.0,0.0004
26,Kama,unknown,AC,0.903,0.7854,0.0,0.0,0.1831,0.0,0.0,0.0315
26,Kama,unknown,KG,5.307,0.0,0.0,0.5352,0.0,0.4456,0.0,0.0192
27,Kama,unknown,A,13.02,0.5573,0.0,0.0,0.0,0.441,0.0,0.0017
27,Kama,unknown,P,13.76,0.5491,0.0,0.0,0.0,0.4498,0.0,0.0011
27,Kama,unknown,C,0.8641,0.3605,0.0,0.0,0.0,0.3447,0.0,0.2948
27,Kama,unknown,KL,5.395,0.5142,0.0,0.0,0.0,0.4707,0.0,0.0151
27,Kama,unknown,KW,3.026,0.0,0.0,0.5485,0.0,0.4492,0.0,0.0023
27,Kama,unknown,AC,3.373,0.0,0.3892,0.0,0.3575,0.0,0.0,0.2533
27,Kama,unknown,KG,4.825,0.6503,0.0,0.0,0.0,0.3496,0.0,0.0001
28,Kama,unknown,A,12.74,0.0,0.0,0.6574,0.0,0.3419,0.0,0.0007
28,Kama,unknown,P,13.67,0.0,0.0,0.5857,0.0,0.4137,0.0,0.0006
28,Kama,unknown,C,0.8564,0.0,0.0,0.5355,0.0,0.2845,0.0,0.18
28,Kama,unknown,KL,5.395,0.5142,0.0,0.0,0.0,0.4707,0.0,0.0151
28,Kama,unknown,KW,2.956,0.0,0.0,0.7808,0.0,0.2187,0.0,0.0005
28,Kama,unknown,AC,2.504,0.5322,0.0,0.0,0.3328,0.0,0.0,0.135
28,Kama,unknown,KG,4.869,0.5829,0.0,0.0,0.0,0.417,0.0,0.0001
29,Kama,unknown,A,14.11,0.9753,0.0,0.0,0.0156,0.0,0.0,0.0091
29,Kama,unknown,P,14.18,0.9557,0.0,0.0,0.0,0.0346,0.0,0.0097
29,Kama,unknown,C,0.882,0.0,0.4801,0.0,0.4138,0.0,0.0,0.1061
29,Kama,unknown,KL,5.541,0.8053,0.0,0.0,0.0,0.1259,0.0,0.0688
29,Kama,unknown,KW,3.221,0.9161,0.0,0.0,0.0475,0.0,0.0,0.0364
29,Kama,unknown,AC,2.754,0.4824,0.0,0.0,0.3534,0.0,0.0,0.1642
29,Kama,unknown,KG,5.038,0.0,0.0,0.5902,0.0,0.4092,0.0,0.0006
30,Kama,unknown,A,13.45,0.8539,0.0,0.0,0.0,0.1413,0.0,0.0048
30,Kama,unknown,P,14.02,0.8787,0.0,0.0,0.0,0.1166,0.0,0.0047
30,Kama,unknown,C,0.8604,0.0,0.0,0.4316,0.0,0.3288,0.0,0.2396
30,Kama,unknown,KL,5.516,0.7746,0.0,0.0,0.0,0.171,0.0,0.0544
30,Kama,unknown,KW,3.065,0.6038,0.0,0.0,0.0,0.3913,0.0,0.0049
30,Kama,unknown,AC,3.531,0.0,0.3939,0.0,0.3266,0.0,0.0,0.2795
30,Kama,unknown,KG,5.097,0.0,0.0,0.613,0.0,0.3859,0.0,0.0011
31,Kama,unknown,A,13.16,0.6702,0.0,0.0,0.0,0.3273,0.0,0.0025
31,Kama,unknown,P,13.82,0.6419,0.0,0.0,0.0,0.3565,0.0,0.0016
31,Kama,unknown,C,0.8662,0.3743,0.0,0.0,0.3247,0.0,0.0,0.301
31,Kama,unknown,KL,5.454,0.6555,0.0,0.0,0.0,0.3155,0.0,0.029
31,Kama,unknown,KW,2.975,0.0,0.0,0.7284,0.0,0.2708,0.0,0.0008
31,Kama,unknown,AC,0.8551,0.7909,0.0,0.0,0.1791,0.0,0.0,0.03
31,Kama,unknown,KG,5.056,0.0,0.0,0.5992,0.0,0.4001,0.0,0.0007
32,Kama,unknown,A,15.49,0.8193,0.0,0.0,0.1807,0.0,0.0,0.0
32,Kama,unknown,P,14.94,0.7536,0.0,0.0,0.2464,0.0,0.0,0.0
32,Kama,unknown,C,0.8724,0.0,0.4015,0.0,0.3999,0.0,0.0,0.1986
32,Kama,unknown,KL,5.757,0.6323,0.0,0.0,0.3653,0.0,0.0,0.0024
32,Kama,unknown,KW,3.371,0.7456,0.0,0.0,0.253,0.0,0.0,0.0014
32,Kama,unknown,AC,3.412,0.0,0.3905,0.0,0.3498,0.0,0.0,0.2597
32,Kama,unknown,KG,5.228,0.0,0.0,0.5956,0.0,0.3982,0.0,0.0062
33,Kama,unknown,A,14.09,0.9749,0.0,0.0,0.0151,0.0,0.0,0.01
33,Kama,unknown,P,14.41,0.9694,0.0,0.0,0.0263,0.0,0.0,0.0043
33,Kama,unknown,C,0.8529,0.0,0.0,0.628,0.0,0.2398,0.0,0.1322
33,Kama,unknown,KL,5.717,0.7133,0.0,0.0,0.2807,0.0,0.0,0.006
33,Kama,unknown,KW,3.186,0.9001,0.0,0.0,0.0,0.0694,0.0,0.0305
33,Kama,unknown,AC,3.92,0.0,0.3966,0.0,0.0,0.0,0.3483,0.2551
33,Kama,unknown,KG,5.299,0.0,0.0,0.5432,0.0,0.4397,0.0,0.0171
34,Kama,unknown,A,13.94,0.9683,0.0,0.0,0.0,0.02,0.0,0.0117
34,Kama,unknown,P,14.17,0.9531,0.0,0.0,0.0,0.0376,0.0,0.0093
34,Kama,unknown,C,0.8728,0.0,0.4058,0.0,0.4009,0.0,0.0,0.1933
34,Kama,unknown,KL,5.585,0.8306,0.0,0.0,0.1015,0.0,0.0,0.0679
34,Kama,unknown,KW,3.15,0.854,0.0,0.0,0.0,0.1272,0.0,0.0188
34,Kama,unknown,AC,2.124,0.6041,0.0,0.0,0.2976,0.0,0.0,0.0983
34,Kama,unknown,KG,5.012,0.0,0.0,0.5741,0.0,0.4255,0.0,0.0004
35,Kama,unknown,A,15.05,0.9176,0.0,0.0,0.0823,0.0,0.0,0.0001
35,Kama,unknown,P,14.68,0.9152,0.0,0.0,0.0846,0.0,0.0,0.0002
35,Kama,unknown,C,0.8779,0.0,0.4525,0.0,0.4099,0.0,0.0,0.1376
35,Kama,unknown,KL,5.712,0.7221,0.0,0.0,0.2712,0.0,0.0,0.0067
35,Kama,unknown,KW,3.328,0.8328,0.0,0.0,0.1634,0.0,0.0,0.0038
35,Kama,unknown,AC,2.129,0.6032,0.0,0.0,0.2981,0.0,0.0,0.0987
35,Kama,unknown,KG,5.36,0.489,0.0,0.0,0.0,0.4694,0.0,0.0416
36,Kama,unknown,A,16.12,0.5293,0.0,0.0,0.4707,0.0,0.0,0.0
36,Kama,unknown,P,15.0,0.6932,0.0,0.0,0.3068,0.0,0.0,0.0
36,Kama,unknown,C,0.9,0.0,0.5144,0.0,0.4421,0.0,0.0,0.0435
36,Kama,unknown,KL,5.709,0.7272,0.0,0.0,0.2656,0.0,0.0,0.0072
36,Kama,unknown,KW,3.485,0.0,0.601,0.0,0.3989,0.0,0.0,0.0001
36,Kama,unknown,AC,2.27,0.5771,0.0,0.0,0.3115,0.0,0.0,0.1114
36,Kama,unknown,KG,5.443,0.542,0.0,0.0,0.0,0.3233,0.0,0.1347
37,Kama,unknown,A,16.2,0.0,0.5172,0.0,0.4828,0.0,0.0,0.0
37,Kama,unknown,P,15.27,0.0,0.6458,0.0,0.3542,0.0,0.0,0.0
37,Kama,unknown,C,0.8734,0.0,0.412,0.0,0.4024,0.0,0.0,0.1856
37,Kama,unknown,KL,5.826,0.0,0.5361,0.0,0.4635,0.0,0.0,0.0004
37,Kama,unknown,KW,3.464,0.0,0.5327,0.0,0.4672,0.0,0.0,0.0001
37,Kama,unknown,AC,2.823,0.4686,0.0,0.0,0.3585,0.0,0.0,0.1729
37,Kama,unknown,KG,5.527,0.4867,0.0,0.0,0.3597,0.0,0.0,0.1536
38,Kama,unknown,A,17.08,0.0,0.9043,0.0,0.0957,0.0,0.0,0.0
38,Kama,unknown,P,15.38,0.0,0.7689,0.0,0.2311,0.0,0.0,0.0
38,Kama,unknown,C,0.9079,0.0,0.4931,0.0,0.4726,0.0,0.0,0.0343
38,Kama,unknown,KL,5.832,0.0,0.5515,0.0,0.4481,0.0,0.0,0.0004
38,Kama,unknown,KW,3.683,0.0,0.958,0.0,0.042,0.0,0.0,0.0
38,Kama,unknown,AC,2.956,0.4415,0.0,0.0,0.3678,0.0,0.0,0.1907
38,Kama,unknown,KG,5.484,0.5352,0.0,0.0,0.0,0.2386,0.0,0.2262
39,Kama,unknown,A,14.8,0.9475,0.0,0.0,0.0523,0.0,0.0,0.0002
39,Kama,unknown,P,14.52,0.9563,0.0,0.0,0.0423,0.0,0.0,0.0014
39,Kama,unknown,C,0.8823,0.0,0.4818,0.0,0.414,0.0,0.0,0.1042
39,Kama,unknown,KL,5.656,0.7996,0.0,0.0,0.1799,0.0,0.0,0.0205
39,Kama,unknown,KW,3.288,0.8856,0.0,0.0,0.105,0.0,0.0,0.0094
39,Kama,unknown,AC,3.112,0.4099,0.0,0.0,0.3772,0.0,0.0,0.2129
39,Kama,unknown,KG,5.309,0.0,0.0,0.5331,0.0,0.4472,0.0,0.0197
40,Kama,unknown,A,14.28,0.9752,0.0,0.0,0.0209,0.0,0.0,0.0039
40,Kama,unknown,P,14.17,0.9531,0.0,0.0,0.0,0.0376,0.0,0.0093
40,Kama,unknown,C,0.8944,0.0,0.517,0.0,0.4284,0.0,0.0,0.0546
40,Kama,unknown,KL,5.397,0.519,0.0,0.0,0.0,0.4655,0.0,0.0155
40,Kama,unknown,KW,3.298,0.8749,0.0,0.0,0.1176,0.0,0.0,0.0075
40,Kama,unknown,AC,6.685,0.0,0.0,0.7889,0.0,0.0,0.1923,0.0188
40,Kama,unknown,KG,5.001,0.0,0.0,0.5661,0.0,0.4335,0.0,0.0004
41,Kama,unknown,A,13.54,0.8911,0.0,0.0,0.0,0.1031,0.0,0.0058
41,Kama,unknown,P,13.85,0.6864,0.0,0.0,0.0,0.3117,0.0,0.0019
41,Kama,unknown,C,0.8871,0.0,0.5031,0.0,0.4181,0.0,0.0,0.0788
41,Kama,unknown,KL,5.348,0.0,0.0,0.5824,0.0,0.4087,0.0,0.0089
41,Kama,unknown,KW,3.156,0.8641,0.0,0.0,0.0,0.1155,0.0,0.0204
41,Kama,unknown,AC,2.587,0.5159,0.0,0.0,0.3399,0.0,0.0,0.1442
41,Kama,unknown,KG,5.178,0.0,0.0,0.6135,0.0,0.3833,0.0,0.0032
42,Kama,unknown,A,13.5,0.8758,0.0,0.0,0.0,0.1189,0.0,0.0053
42,Kama,unknown,P,13.85,0.6864,0.0,0.0,0.0,0.3117,0.0,0.0019
42,Kama,unknown,C,0.8852,0.0,0.4959,0.0,0.4164,0.0,0.0,0.0877
42,Kama,unknown,KL,5.351,0.0,0.0,0.5759,0.0,0.4149,0.0,0.0092
