sample_index,ground_truth,dataset_split,attribute,attribute_data,{C1},{C2},{C3},{C1 ∪ C2},{C1 ∪ C3},{C2 ∪ C3},{C1 ∪ C2 ∪ C3}
1,Class 1,unknown,TotPhen,2.65,0.0,0.5536,0.0,0.0,0.0,0.3017,0.1447
1,Class 1,unknown,Flav,2.76,0.0,0.5633,0.0,0.4367,0.0,0.0,0.0
1,Class 1,unknown,Nonflav,0.26,0.6042,0.0,0.0,0.2886,0.0,0.0,0.1072
1,Class 1,unknown,ProAn,1.28,0.5227,0.0,0.0,0.2571,0.0,0.0,0.2201
1,Class 1,unknown,Color,4.38,0.6511,0.0,0.0,0.0,0.2377,0.0,0.1112
1,Class 1,unknown,Hue,1.05,0.6275,0.0,0.0,0.3723,0.0,0.0,0.0003
1,Class 1,unknown,OD,3.4,0.517,0.0,0.0,0.4826,0.0,0.0,0.0004
1,Class 1,unknown,Proline,1050.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Class 3,unknown,Alc,13.16,0.5635,0.0,0.0,0.0,0.4013,0.0,0.0352
2,Class 3,unknown,Mal,2.36,0.0,0.0,0.8926,0.0,0.0,0.1074,0.0
2,Class 3,unknown,Ash,2.67,0.4162,0.0,0.0,0.0,0.378,0.0,0.2058
2,Class 3,unknown,AlkAsh,18.6,0.0,0.0,0.4905,0.0,0.0,0.476,0.0335
2,Class 3,unknown,Mg,101.0,0.4241,0.0,0.0,0.0,0.3615,0.0,0.2144
2,Class 3,unknown,TotPhen,2.8,0.0,0.0,0.7675,0.0,0.0,0.232,0.0005
2,Class 3,unknown,Flav,3.24,0.0,0.0,0.9147,0.0,0.0,0.0853,0.0
2,Class 3,unknown,Nonflav,0.3,0.0,0.3764,0.0,0.0,0.0,0.3383,0.2853
2,Class 3,unknown,ProAn,2.81,0.4867,0.0,0.0,0.2647,0.0,0.0,0.2487
2,Class 3,unknown,Color,5.68,0.0,0.0,0.9021,0.0,0.0979,0.0,0.0
2,Class 3,unknown,Hue,1.03,0.0,0.0,0.8064,0.0,0.0,0.1833,0.0103
2,Class 3,unknown,OD,3.17,0.0,0.0,0.9223,0.0,0.0,0.0769,0.0008
2,Class 3,unknown,Proline,1185.0,0.0,0.0,0.6074,0.0,0.0,0.2732,0.1194
3,Class 3,unknown,Alc,14.37,0.5039,0.0,0.0,0.0,0.4462,0.0,0.0499
3,Class 3,unknown,Mal,1.95,0.0,0.0,0.9999,0.0,0.0,0.0001,0.0
3,Class 3,unknown,Ash,2.5,0.0,0.4143,0.0,0.2979,0.0,0.0,0.2878
3,Class 3,unknown,AlkAsh,16.8,0.0,0.0,0.3805,0.0,0.0,0.316,0.3035
3,Class 3,unknown,Mg,113.0,0.0,0.4299,0.0,0.0,0.0,0.3959,0.1741
3,Class 3,unknown,TotPhen,3.85,0.0,0.0,0.7455,0.0,0.0,0.2535,0.001
3,Class 3,unknown,Flav,3.49,0.0,0.0,0.9475,0.0,0.0,0.0525,0.0
3,Class 3,unknown,Nonflav,0.24,0.0,0.0,0.7544,0.0,0.0,0.245,0.0007
3,Class 3,unknown,ProAn,2.18,0.0,0.0,0.7521,0.0,0.0,0.246,0.0019
3,Class 3,unknown,Color,7.8,0.6916,0.0,0.0,0.0,0.292,0.0,0.0164
3,Class 3,unknown,Hue,0.86,0.0,0.0,0.6066,0.0,0.0,0.3332,0.0602
3,Class 3,unknown,OD,3.45,0.0,0.0,0.9144,0.0,0.0,0.0846,0.001
3,Class 3,unknown,Proline,1480.0,0.0,0.0,0.5897,0.0,0.0,0.3996,0.0107
4,Class 2,unknown,Alc,13.24,0.0,0.8631,0.0,0.0,0.0,0.135,0.0018
4,Class 2,unknown,Mal,2.59,0.0,0.9042,0.0,0.0,0.0,0.0958,0.0
4,Class 2,unknown,Ash,2.87,0.0,0.0,0.3741,0.0,0.3318,0.0,0.2941
4,Class 2,unknown,AlkAsh,21.0,0.0,0.0,0.5561,0.0,0.0,0.3706,0.0734
4,Class 2,unknown,Mg,118.0,0.0,0.0,0.4133,0.0,0.0,0.3834,0.2034
4,Class 2,unknown,TotPhen,2.8,0.0,0.0,0.6737,0.0,0.0,0.3214,0.005
4,Class 2,unknown,Flav,2.69,0.0,0.9702,0.0,0.0,0.0,0.0163,0.0135
4,Class 2,unknown,Nonflav,0.39,0.0,0.0,0.465,0.0,0.0,0.3969,0.1381
4,Class 2,unknown,ProAn,1.82,0.6088,0.0,0.0,0.242,0.0,0.0,0.1492
4,Class 2,unknown,Color,4.32,0.0,0.8889,0.0,0.0,0.0,0.0652,0.0459
4,Class 2,unknown,Hue,1.04,0.0,0.6251,0.0,0.3749,0.0,0.0,0.0
4,Class 2,unknown,OD,2.93,0.0,0.6211,0.0,0.0,0.0,0.2865,0.0924
4,Class 2,unknown,Proline,735.0,0.0,0.5771,0.0,0.0,0.0,0.4182,0.0048
5,Class 1,unknown,Alc,14.2,0.6662,0.0,0.0,0.0,0.3166,0.0,0.0173
5,Class 1,unknown,Mal,1.76,0.868,0.0,0.0,0.1213,0.0,0.0,0.0106
5,Class 1,unknown,Ash,2.45,0.4192,0.0,0.0,0.0,0.3731,0.0,0.2077
5,Class 1,unknown,AlkAsh,15.2,0.0,0.0,0.3805,0.0,0.0,0.316,0.3035
5,Class 1,unknown,Mg,112.0,0.0,0.486,0.0,0.4437,0.0,0.0,0.0703
5,Class 1,unknown,TotPhen,3.27,0.7756,0.0,0.0,0.2223,0.0,0.0,0.0021
5,Class 1,unknown,Flav,3.39,0.6886,0.0,0.0,0.3114,0.0,0.0,0.0
5,Class 1,unknown,Nonflav,0.34,0.0,0.0,0.6373,0.0,0.0,0.3446,0.0181
5,Class 1,unknown,ProAn,1.97,0.0,0.0,0.3986,0.0,0.303,0.0,0.2985
5,Class 1,unknown,Color,6.75,0.6929,0.0,0.0,0.0,0.2674,0.0,0.0397
5,Class 1,unknown,Hue,1.05,0.5402,0.0,0.0,0.4598,0.0,0.0,0.0
5,Class 1,unknown,OD,2.85,0.6005,0.0,0.0,0.3995,0.0,0.0,0.0
5,Class 1,unknown,Proline,1450.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Class 2,unknown,Alc,14.39,0.0,0.8021,0.0,0.0,0.0,0.1934,0.0045
6,Class 2,unknown,Mal,1.87,0.0,0.6807,0.0,0.0,0.0,0.3193,0.0
6,Class 2,unknown,Ash,2.45,0.0,0.3902,0.0,0.3051,0.0,0.0,0.3047
6,Class 2,unknown,AlkAsh,14.6,0.4868,0.0,0.0,0.2984,0.0,0.0,0.2147
6,Class 2,unknown,Mg,96.0,0.0,0.4299,0.0,0.0,0.0,0.3959,0.1741
6,Class 2,unknown,TotPhen,2.5,0.7442,0.0,0.0,0.2512,0.0,0.0,0.0046
6,Class 2,unknown,Flav,2.52,0.7968,0.0,0.0,0.2032,0.0,0.0,0.0
6,Class 2,unknown,Nonflav,0.3,0.0,0.0,0.5233,0.0,0.0,0.3917,0.085
6,Class 2,unknown,ProAn,1.98,0.0,0.9977,0.0,0.0,0.0,0.002,0.0003
6,Class 2,unknown,Color,5.25,0.0,0.894,0.0,0.0,0.0,0.0665,0.0395
6,Class 2,unknown,Hue,1.02,0.0,0.8376,0.0,0.1624,0.0,0.0,0.0
6,Class 2,unknown,OD,3.58,0.5227,0.0,0.0,0.477,0.0,0.0,0.0003
6,Class 2,unknown,Proline,1290.0,0.0,0.8049,0.0,0.0,0.0,0.1929,0.0022
7,Class 2,unknown,Alc,14.06,0.0,0.5533,0.0,0.0,0.0,0.411,0.0357
7,Class 2,unknown,Mal,2.15,0.0,0.8841,0.0,0.0,0.0,0.0836,0.0323
7,Class 2,unknown,Ash,2.61,0.0,0.6657,0.0,0.2031,0.0,0.0,0.1312
7,Class 2,unknown,AlkAsh,17.6,0.6214,0.0,0.0,0.2713,0.0,0.0,0.1073
7,Class 2,unknown,Mg,121.0,0.0,0.0,0.4049,0.0,0.3537,0.0,0.2414
7,Class 2,unknown,TotPhen,2.6,0.0,0.0,0.4919,0.0,0.0,0.4671,0.041
7,Class 2,unknown,Flav,2.51,0.0,0.7579,0.0,0.0,0.0,0.2408,0.0013
7,Class 2,unknown,Nonflav,0.31,0.0,0.0,0.6876,0.0,0.0,0.3066,0.0058
7,Class 2,unknown,ProAn,1.25,0.0,0.0,0.7614,0.0,0.0,0.2386,0.0
7,Class 2,unknown,Color,5.05,0.6894,0.0,0.0,0.0,0.2966,0.0,0.014
7,Class 2,unknown,Hue,1.06,0.5112,0.0,0.0,0.4489,0.0,0.0,0.0399
7,Class 2,unknown,OD,3.58,0.0,0.0,0.9667,0.0,0.0,0.0332,0.0001
7,Class 2,unknown,Proline,1295.0,0.0,0.6952,0.0,0.0,0.0,0.3015,0.0033
8,Class 1,unknown,Alc,14.83,0.0,0.0,0.5323,0.0,0.367,0.0,0.1007
8,Class 1,unknown,Mal,1.64,0.9428,0.0,0.0,0.0525,0.0,0.0,0.0046
8,Class 1,unknown,Ash,2.17,0.0,0.4814,0.0,0.2762,0.0,0.0,0.2424
8,Class 1,unknown,AlkAsh,14.0,0.6014,0.0,0.0,0.2764,0.0,0.0,0.1222
8,Class 1,unknown,Mg,97.0,0.0,0.0,0.4268,0.0,0.0,0.3096,0.2636
8,Class 1,unknown,TotPhen,2.8,0.0,0.5163,0.0,0.3664,0.0,0.0,0.1173
8,Class 1,unknown,Flav,2.98,0.0,0.7898,0.0,0.2102,0.0,0.0,0.0
8,Class 1,unknown,Nonflav,0.29,0.6006,0.0,0.0,0.2857,0.0,0.0,0.1137
8,Class 1,unknown,ProAn,1.98,0.0,0.0,0.3986,0.0,0.303,0.0,0.2985
8,Class 1,unknown,Color,5.2,0.0,0.5698,0.0,0.2975,0.0,0.0,0.1327
8,Class 1,unknown,Hue,1.08,0.58,0.0,0.0,0.4052,0.0,0.0,0.0148
8,Class 1,unknown,OD,2.85,0.0,0.5123,0.0,0.4869,0.0,0.0,0.0008
8,Class 1,unknown,Proline,1045.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Class 2,unknown,Alc,13.86,0.0,0.9536,0.0,0.0,0.0,0.0463,0.0001
9,Class 2,unknown,Mal,1.35,0.0,0.9063,0.0,0.0,0.0,0.0866,0.0072
9,Class 2,unknown,Ash,2.27,0.0,0.7114,0.0,0.1817,0.0,0.0,0.1069
9,Class 2,unknown,AlkAsh,16.0,0.0,0.0,0.4957,0.0,0.0,0.325,0.1793
9,Class 2,unknown,Mg,98.0,0.0,0.4828,0.0,0.0,0.0,0.3712,0.1461
9,Class 2,unknown,TotPhen,2.98,0.0,0.0,0.5291,0.0,0.0,0.4413,0.0297
9,Class 2,unknown,Flav,3.15,0.0,0.9483,0.0,0.0,0.0,0.0447,0.007
9,Class 2,unknown,Nonflav,0.22,0.5683,0.0,0.0,0.2899,0.0,0.0,0.1418
9,Class 2,unknown,ProAn,1.85,0.5889,0.0,0.0,0.2445,0.0,0.0,0.1665
9,Class 2,unknown,Color,7.22,0.0,0.8955,0.0,0.0,0.0,0.0756,0.0289
9,Class 2,unknown,Hue,1.01,0.0,0.4814,0.0,0.4388,0.0,0.0,0.0798
9,Class 2,unknown,OD,3.55,0.6582,0.0,0.0,0.3418,0.0,0.0,0.0
9,Class 2,unknown,Proline,1045.0,0.0,0.5771,0.0,0.0,0.0,0.4182,0.0048
10,Class 2,unknown,Alc,14.1,0.0,0.0,0.5787,0.0,0.2327,0.0,0.1886
10,Class 2,unknown,Mal,2.16,0.0,0.9126,0.0,0.0,0.0,0.0874,0.0
10,Class 2,unknown,Ash,2.3,0.0,0.9658,0.0,0.0293,0.0,0.0,0.005
10,Class 2,unknown,AlkAsh,18.0,0.7476,0.0,0.0,0.2258,0.0,0.0,0.0267
10,Class 2,unknown,Mg,105.0,0.0,0.7287,0.0,0.0,0.0,0.2163,0.055
10,Class 2,unknown,TotPhen,2.95,0.7825,0.0,0.0,0.2159,0.0,0.0,0.0017
10,Class 2,unknown,Flav,3.32,0.8373,0.0,0.0,0.1627,0.0,0.0,0.0
10,Class 2,unknown,Nonflav,0.22,0.6042,0.0,0.0,0.2886,0.0,0.0,0.1072
10,Class 2,unknown,ProAn,2.38,0.6068,0.0,0.0,0.3219,0.0,0.0,0.0713
10,Class 2,unknown,Color,5.75,0.6878,0.0,0.0,0.0,0.26,0.0,0.0522
10,Class 2,unknown,Hue,1.25,0.6425,0.0,0.0,0.3564,0.0,0.0,0.001
10,Class 2,unknown,OD,3.17,0.6463,0.0,0.0,0.3537,0.0,0.0,0.0
10,Class 2,unknown,Proline,1510.0,0.0,0.5595,0.0,0.0,0.0,0.4354,0.0051
11,Class 2,unknown,Alc,14.12,0.0,0.9451,0.0,0.0,0.0,0.0547,0.0002
11,Class 2,unknown,Mal,1.48,0.0,0.0,0.5328,0.0,0.0,0.4672,0.0
11,Class 2,unknown,Ash,2.32,0.0,0.0,0.4086,0.0,0.3469,0.0,0.2445
11,Class 2,unknown,AlkAsh,16.8,0.0,0.0,0.5085,0.0,0.0,0.3271,0.1644
11,Class 2,unknown,Mg,95.0,0.0,0.6031,0.0,0.0,0.0,0.3017,0.0952
11,Class 2,unknown,TotPhen,2.2,0.748,0.0,0.0,0.2478,0.0,0.0,0.0043
11,Class 2,unknown,Flav,2.43,0.8077,0.0,0.0,0.1923,0.0,0.0,0.0
11,Class 2,unknown,Nonflav,0.26,0.5695,0.0,0.0,0.3411,0.0,0.0,0.0894
11,Class 2,unknown,ProAn,1.57,0.0,0.9988,0.0,0.0,0.0,0.0011,0.0001
11,Class 2,unknown,Color,5.0,0.0,0.8648,0.0,0.068,0.0,0.0,0.0672
11,Class 2,unknown,Hue,1.17,0.0,0.0,0.7864,0.0,0.0,0.2001,0.0135
11,Class 2,unknown,OD,2.82,0.6099,0.0,0.0,0.3901,0.0,0.0,0.0
11,Class 2,unknown,Proline,1280.0,0.0,0.8592,0.0,0.0,0.0,0.139,0.0018
12,Class 3,unknown,Alc,13.75,0.0,0.0,0.5122,0.0,0.0,0.4078,0.0801
12,Class 3,unknown,Mal,1.73,0.0,0.0,0.6544,0.0,0.0,0.3456,0.0
12,Class 3,unknown,Ash,2.41,0.0,0.0,0.4116,0.0,0.3487,0.0,0.2397
12,Class 3,unknown,AlkAsh,16.0,0.0,0.0,0.5206,0.0,0.0,0.437,0.0423
12,Class 3,unknown,Mg,89.0,0.0,0.0,0.4168,0.0,0.324,0.0,0.2592
12,Class 3,unknown,TotPhen,2.6,0.0,0.0,0.8199,0.0,0.0,0.1801,0.0
12,Class 3,unknown,Flav,2.76,0.0,0.0,0.7749,0.0,0.0,0.2251,0.0
12,Class 3,unknown,Nonflav,0.29,0.6006,0.0,0.0,0.2857,0.0,0.0,0.1137
12,Class 3,unknown,ProAn,1.81,0.0,0.0,0.7629,0.0,0.0,0.2365,0.0006
12,Class 3,unknown,Color,5.6,0.6916,0.0,0.0,0.0,0.292,0.0,0.0164
12,Class 3,unknown,Hue,1.15,0.0,0.0,0.9021,0.0,0.0,0.0968,0.0011
12,Class 3,unknown,OD,2.9,0.0,0.0,0.9804,0.0,0.0,0.0196,0.0
12,Class 3,unknown,Proline,1320.0,0.0,0.0,0.5578,0.0,0.0,0.4335,0.0087
13,Class 2,unknown,Alc,14.75,0.0,0.7231,0.0,0.0,0.0,0.2666,0.0103
13,Class 2,unknown,Mal,1.73,0.0,0.0,0.553,0.0,0.0,0.447,0.0
13,Class 2,unknown,Ash,2.39,0.4283,0.0,0.0,0.0,0.3572,0.0,0.2145
13,Class 2,unknown,AlkAsh,11.4,0.0,0.6899,0.0,0.0,0.0,0.2983,0.0118
13,Class 2,unknown,Mg,91.0,0.0,0.0,0.3896,0.0,0.3826,0.0,0.2278
13,Class 2,unknown,TotPhen,3.1,0.0,0.5536,0.0,0.0,0.0,0.3017,0.1447
13,Class 2,unknown,Flav,3.69,0.0,0.8356,0.0,0.1643,0.0,0.0,0.0
13,Class 2,unknown,Nonflav,0.43,0.0,0.0,0.465,0.0,0.0,0.3969,0.1381
13,Class 2,unknown,ProAn,2.81,0.6473,0.0,0.0,0.2588,0.0,0.0,0.0939
13,Class 2,unknown,Color,5.4,0.0,0.8966,0.0,0.0,0.0,0.0711,0.0322
13,Class 2,unknown,Hue,1.25,0.0,0.5011,0.0,0.3499,0.0,0.0,0.149
13,Class 2,unknown,OD,2.73,0.635,0.0,0.0,0.365,0.0,0.0,0.0
13,Class 2,unknown,Proline,1150.0,0.0,0.8858,0.0,0.0,0.0,0.1126,0.0016
14,Class 1,unknown,Alc,14.38,0.0,0.0,0.58,0.0,0.0,0.2252,0.1948
14,Class 1,unknown,Mal,1.87,0.9341,0.0,0.0,0.0606,0.0,0.0,0.0053
14,Class 1,unknown,Ash,2.38,0.0,0.0,0.4217,0.0,0.3784,0.0,0.1999
14,Class 1,unknown,AlkAsh,12.0,0.4868,0.0,0.0,0.2984,0.0,0.0,0.2147
14,Class 1,unknown,Mg,102.0,0.0,0.0,0.4168,0.0,0.324,0.0,0.2592
14,Class 1,unknown,TotPhen,3.3,0.0,0.4859,0.0,0.4274,0.0,0.0,0.0867
14,Class 1,unknown,Flav,3.64,0.0,0.5633,0.0,0.4367,0.0,0.0,0.0
14,Class 1,unknown,Nonflav,0.29,0.5827,0.0,0.0,0.2865,0.0,0.0,0.1308
14,Class 1,unknown,ProAn,2.96,0.4064,0.0,0.0,0.0,0.3128,0.0,0.2809
14,Class 1,unknown,Color,7.5,0.0,0.4231,0.0,0.4121,0.0,0.0,0.1649
14,Class 1,unknown,Hue,1.2,0.6425,0.0,0.0,0.3564,0.0,0.0,0.001
14,Class 1,unknown,OD,3.0,0.0,0.6834,0.0,0.2914,0.0,0.0,0.0252
14,Class 1,unknown,Proline,1547.0,0.9989,0.0,0.0,0.0011,0.0,0.0,0.0001
15,Class 1,unknown,Alc,13.63,0.6234,0.0,0.0,0.0,0.3528,0.0,0.0237
15,Class 1,unknown,Mal,1.81,0.9435,0.0,0.0,0.0519,0.0,0.0,0.0046
15,Class 1,unknown,Ash,2.7,0.0,0.0,0.398,0.0,0.3415,0.0,0.2605
15,Class 1,unknown,AlkAsh,17.2,0.5803,0.0,0.0,0.2813,0.0,0.0,0.1384
15,Class 1,unknown,Mg,112.0,0.4106,0.0,0.0,0.0,0.3714,0.0,0.218
15,Class 1,unknown,TotPhen,2.85,0.0,0.5048,0.0,0.391,0.0,0.0,0.1042
15,Class 1,unknown,Flav,2.91,0.657,0.0,0.0,0.343,0.0,0.0,0.0
15,Class 1,unknown,Nonflav,0.3,0.0,0.0,0.4338,0.0,0.0,0.3955,0.1707
15,Class 1,unknown,ProAn,1.46,0.6476,0.0,0.0,0.2534,0.0,0.0,0.099
15,Class 1,unknown,Color,7.3,0.0,0.6179,0.0,0.2602,0.0,0.0,0.122
15,Class 1,unknown,Hue,1.28,0.5697,0.0,0.0,0.4303,0.0,0.0,0.0
15,Class 1,unknown,OD,2.88,0.5441,0.0,0.0,0.4557,0.0,0.0,0.0002
15,Class 1,unknown,Proline,1310.0,0.9772,0.0,0.0,0.0163,0.0,0.0,0.0065
16,Class 1,unknown,Alc,14.3,0.5176,0.0,0.0,0.0,0.4362,0.0,0.0462
16,Class 1,unknown,Mal,1.92,0.9443,0.0,0.0,0.0511,0.0,0.0,0.0045
16,Class 1,unknown,Ash,2.72,0.4045,0.0,0.0,0.0,0.3953,0.0,0.2002
16,Class 1,unknown,AlkAsh,20.0,0.3622,0.0,0.0,0.0,0.3257,0.0,0.3121
16,Class 1,unknown,Mg,120.0,0.4851,0.0,0.0,0.0,0.3063,0.0,0.2086
16,Class 1,unknown,TotPhen,2.8,0.0,0.5402,0.0,0.3049,0.0,0.0,0.1549
16,Class 1,unknown,Flav,3.14,0.5311,0.0,0.0,0.4689,0.0,0.0,0.0
16,Class 1,unknown,Nonflav,0.33,0.5827,0.0,0.0,0.2865,0.0,0.0,0.1308
16,Class 1,unknown,ProAn,1.97,0.4999,0.0,0.0,0.2619,0.0,0.0,0.2382
16,Class 1,unknown,Color,6.2,0.0,0.4484,0.0,0.3922,0.0,0.0,0.1593
16,Class 1,unknown,Hue,1.07,0.6404,0.0,0.0,0.3578,0.0,0.0,0.0018
16,Class 1,unknown,OD,2.65,0.5441,0.0,0.0,0.4557,0.0,0.0,0.0002
16,Class 1,unknown,Proline,1280.0,0.9985,0.0,0.0,0.0013,0.0,0.0,0.0001
17,Class 2,unknown,Alc,13.83,0.0,0.9162,0.0,0.0,0.0,0.0832,0.0006
17,Class 2,unknown,Mal,1.57,0.0,0.9009,0.0,0.0,0.0,0.0991,0.0
17,Class 2,unknown,Ash,2.62,0.0,0.6964,0.0,0.1889,0.0,0.0,0.1148
17,Class 2,unknown,AlkAsh,20.0,0.3622,0.0,0.0,0.0,0.3257,0.0,0.3121
17,Class 2,unknown,Mg,115.0,0.0,0.4828,0.0,0.0,0.0,0.3712,0.1461
17,Class 2,unknown,TotPhen,2.95,0.0,0.5048,0.0,0.391,0.0,0.0,0.1042
17,Class 2,unknown,Flav,3.4,0.0,0.7289,0.0,0.2711,0.0,0.0,0.0
17,Class 2,unknown,Nonflav,0.4,0.5683,0.0,0.0,0.2899,0.0,0.0,0.1418
17,Class 2,unknown,ProAn,1.72,0.4895,0.0,0.0,0.2641,0.0,0.0,0.2464
17,Class 2,unknown,Color,6.6,0.0,0.8865,0.0,0.0,0.0,0.065,0.0484
17,Class 2,unknown,Hue,1.13,0.0,0.7483,0.0,0.2517,0.0,0.0,0.0
17,Class 2,unknown,OD,2.57,0.635,0.0,0.0,0.365,0.0,0.0,0.0
17,Class 2,unknown,Proline,1130.0,0.0,0.9744,0.0,0.0,0.0,0.0249,0.0008
18,Class 2,unknown,Alc,14.19,0.0,0.7797,0.0,0.0,0.0,0.2145,0.0058
18,Class 2,unknown,Mal,1.59,0.0,0.9107,0.0,0.0,0.0,0.0893,0.0
18,Class 2,unknown,Ash,2.48,0.0,0.7684,0.0,0.1529,0.0,0.0,0.0786
18,Class 2,unknown,AlkAsh,16.5,0.7561,0.0,0.0,0.2215,0.0,0.0,0.0224
18,Class 2,unknown,Mg,108.0,0.0,0.6069,0.0,0.3504,0.0,0.0,0.0427
18,Class 2,unknown,TotPhen,3.3,0.0,0.0,0.5952,0.0,0.0,0.3899,0.015
18,Class 2,unknown,Flav,3.93,0.0,0.9597,0.0,0.0382,0.0,0.0,0.0021
18,Class 2,unknown,Nonflav,0.32,0.4401,0.0,0.0,0.3319,0.0,0.0,0.228
18,Class 2,unknown,ProAn,1.86,0.0,0.9968,0.0,0.0,0.0,0.0026,0.0006
18,Class 2,unknown,Color,8.7,0.0,0.765,0.0,0.1464,0.0,0.0,0.0886
18,Class 2,unknown,Hue,1.23,0.6214,0.0,0.0,0.3734,0.0,0.0,0.0052
18,Class 2,unknown,OD,2.82,0.0,0.6766,0.0,0.0,0.0,0.1965,0.127
18,Class 2,unknown,Proline,1680.0,0.0,0.0,0.6074,0.0,0.0,0.2732,0.1194
19,Class 2,unknown,Alc,13.64,0.0,0.9503,0.0,0.0,0.0,0.0495,0.0002
19,Class 2,unknown,Mal,3.1,0.0,0.7328,0.0,0.0,0.0,0.2672,0.0
19,Class 2,unknown,Ash,2.56,0.0,0.3677,0.0,0.0,0.0,0.3207,0.3116
19,Class 2,unknown,AlkAsh,15.2,0.4868,0.0,0.0,0.2984,0.0,0.0,0.2147
19,Class 2,unknown,Mg,116.0,0.5055,0.0,0.0,0.0,0.2827,0.0,0.2119
19,Class 2,unknown,TotPhen,2.7,0.0,0.0,0.7045,0.0,0.0,0.2927,0.0028
19,Class 2,unknown,Flav,3.03,0.0,0.5915,0.0,0.0,0.0,0.408,0.0005
19,Class 2,unknown,Nonflav,0.17,0.0,0.0,0.465,0.0,0.0,0.3969,0.1381
19,Class 2,unknown,ProAn,1.66,0.0,0.0,0.73,0.0,0.0,0.2629,0.0071
19,Class 2,unknown,Color,5.1,0.0,0.8774,0.0,0.0,0.0,0.0655,0.0571
19,Class 2,unknown,Hue,0.96,0.0,0.4713,0.0,0.4649,0.0,0.0,0.0637
19,Class 2,unknown,OD,3.36,0.0,0.6779,0.0,0.2998,0.0,0.0,0.0223
19,Class 2,unknown,Proline,845.0,0.0,0.5645,0.0,0.0,0.0,0.4305,0.005
20,Class 2,unknown,Alc,14.06,0.0,0.4849,0.0,0.0,0.0,0.462,0.0532
20,Class 2,unknown,Mal,1.63,0.0,0.8931,0.0,0.0,0.0,0.1069,0.0
20,Class 2,unknown,Ash,2.28,0.0,0.0,0.3563,0.0,0.3251,0.0,0.3187
20,Class 2,unknown,AlkAsh,16.0,0.0,0.0,0.5566,0.0,0.0,0.3593,0.0841
20,Class 2,unknown,Mg,126.0,0.0,0.541,0.0,0.0,0.0,0.3394,0.1196
20,Class 2,unknown,TotPhen,3.0,0.0,0.0,0.803,0.0,0.0,0.1969,0.0001
20,Class 2,unknown,Flav,3.17,0.0,0.9714,0.0,0.0217,0.0,0.0,0.0069
20,Class 2,unknown,Nonflav,0.24,0.0,0.0,0.5971,0.0,0.0,0.3675,0.0355
20,Class 2,unknown,ProAn,2.1,0.6388,0.0,0.0,0.2433,0.0,0.0,0.1179
20,Class 2,unknown,Color,5.65,0.0,0.7886,0.0,0.1282,0.0,0.0,0.0832
20,Class 2,unknown,Hue,1.09,0.0,0.4837,0.0,0.0,0.0,0.2952,0.2211
20,Class 2,unknown,OD,3.71,0.0,0.715,0.0,0.2154,0.0,0.0,0.0696
20,Class 2,unknown,Proline,780.0,0.0,0.595,0.0,0.0,0.0,0.4005,0.0045
21,Class 1,unknown,Alc,12.93,0.7214,0.0,0.0,0.0,0.2678,0.0,0.0107
21,Class 1,unknown,Mal,3.8,0.9403,0.0,0.0,0.0548,0.0,0.0,0.0049
21,Class 1,unknown,Ash,2.65,0.0,0.0,0.4142,0.0,0.3882,0.0,0.1976
