fold,sample_index,ground_truth,dataset_split,attribute,attribute_data,{Vi},{Ve},{Se},{Vi ∪ Ve},{Vi ∪ Se},{Ve ∪ Se},{Vi ∪ Ve ∪ Se}
0,12,Setosa,train,PL,1.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,12,Setosa,train,PW,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,13,Setosa,train,SL,4.3,0.0,0.0,0.9511,0.0,0.0,0.0445,0.0045
0,13,Setosa,train,SW,3.0,0.4551,0.0,0.0,0.3371,0.0,0.0,0.2077
0,13,Setosa,train,PL,1.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,13,Setosa,train,PW,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,14,Setosa,train,SL,5.8,0.0,0.6436,0.0,0.2668,0.0,0.0,0.0896
0,14,Setosa,train,SW,4.0,0.0,0.0,0.9649,0.0,0.0336,0.0,0.0014
0,14,Setosa,train,PL,1.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,14,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,16,Setosa,train,SL,5.4,0.0,0.0,0.5295,0.0,0.0,0.3805,0.09
0,16,Setosa,train,SW,3.9,0.0,0.0,0.9425,0.0,0.0543,0.0,0.0032
0,16,Setosa,train,PL,1.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,16,Setosa,train,PW,0.4,0.0,0.0,0.9999,0.0,0.0,0.0001,0.0
0,17,Setosa,train,SL,5.1,0.0,0.0,0.8088,0.0,0.0,0.1635,0.0277
0,17,Setosa,train,SW,3.5,0.0,0.0,0.7035,0.0,0.2487,0.0,0.0478
0,17,Setosa,train,PL,1.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,17,Setosa,train,PW,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,18,Setosa,train,SL,5.7,0.0,0.6173,0.0,0.2196,0.0,0.0,0.1631
0,18,Setosa,train,SW,3.8,0.0,0.0,0.9084,0.0,0.0849,0.0,0.0067
0,18,Setosa,train,PL,1.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,18,Setosa,train,PW,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,19,Setosa,train,SL,5.1,0.0,0.0,0.8088,0.0,0.0,0.1635,0.0277
0,19,Setosa,train,SW,3.8,0.0,0.0,0.9084,0.0,0.0849,0.0,0.0067
0,19,Setosa,train,PL,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,19,Setosa,train,PW,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,20,Setosa,train,SL,5.4,0.0,0.0,0.5295,0.0,0.0,0.3805,0.09
0,20,Setosa,train,SW,3.4,0.0,0.0,0.6007,0.0,0.3181,0.0,0.0812
0,20,Setosa,train,PL,1.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,20,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,21,Setosa,train,SL,5.1,0.0,0.0,0.8088,0.0,0.0,0.1635,0.0277
0,21,Setosa,train,SW,3.7,0.0,0.0,0.8588,0.0,0.1275,0.0,0.0137
0,21,Setosa,train,PL,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,21,Setosa,train,PW,0.4,0.0,0.0,0.9999,0.0,0.0,0.0001,0.0
0,22,Setosa,train,SL,4.6,0.0,0.0,0.9389,0.0,0.0,0.0548,0.0063
0,22,Setosa,train,SW,3.6,0.0,0.0,0.7907,0.0,0.1829,0.0,0.0263
0,22,Setosa,train,PL,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,22,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,23,Setosa,train,SL,5.1,0.0,0.0,0.8088,0.0,0.0,0.1635,0.0277
0,23,Setosa,train,SW,3.3,0.0,0.0,0.4903,0.0,0.3814,0.0,0.1284
0,23,Setosa,train,PL,1.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,23,Setosa,train,PW,0.5,0.0,0.0,0.9945,0.0,0.0,0.0055,0.0
0,24,Setosa,train,SL,4.8,0.0,0.0,0.9131,0.0,0.0,0.0768,0.01
0,24,Setosa,train,SW,3.4,0.0,0.0,0.6007,0.0,0.3181,0.0,0.0812
0,24,Setosa,train,PL,1.9,0.0,0.0,0.9999,0.0,0.0,0.0001,0.0
0,24,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,25,Setosa,train,SL,5.0,0.0,0.0,0.8571,0.0,0.0,0.1238,0.0191
0,25,Setosa,train,SW,3.0,0.4551,0.0,0.0,0.3371,0.0,0.0,0.2077
0,25,Setosa,train,PL,1.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,25,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,26,Setosa,train,SL,5.0,0.0,0.0,0.8571,0.0,0.0,0.1238,0.0191
0,26,Setosa,train,SW,3.4,0.0,0.0,0.6007,0.0,0.3181,0.0,0.0812
0,26,Setosa,train,PL,1.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,26,Setosa,train,PW,0.4,0.0,0.0,0.9999,0.0,0.0,0.0001,0.0
0,28,Setosa,train,SL,5.2,0.0,0.0,0.7403,0.0,0.0,0.2186,0.0411
0,28,Setosa,train,SW,3.4,0.0,0.0,0.6007,0.0,0.3181,0.0,0.0812
0,28,Setosa,train,PL,1.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,28,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,29,Setosa,train,SL,4.7,0.0,0.0,0.9286,0.0,0.0,0.0637,0.0078
0,29,Setosa,train,SW,3.2,0.4286,0.0,0.0,0.0,0.3825,0.0,0.1889
0,29,Setosa,train,PL,1.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,29,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,31,Setosa,train,SL,5.4,0.0,0.0,0.5295,0.0,0.0,0.3805,0.09
0,31,Setosa,train,SW,3.4,0.0,0.0,0.6007,0.0,0.3181,0.0,0.0812
0,31,Setosa,train,PL,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,31,Setosa,train,PW,0.4,0.0,0.0,0.9999,0.0,0.0,0.0001,0.0
0,32,Setosa,train,SL,5.2,0.0,0.0,0.7403,0.0,0.0,0.2186,0.0411
0,32,Setosa,train,SW,4.1,0.0,0.0,0.9791,0.0,0.0203,0.0,0.0006
0,32,Setosa,train,PL,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,32,Setosa,train,PW,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,33,Setosa,train,SL,5.5,0.0,0.4752,0.0,0.0,0.0,0.397,0.1277
0,33,Setosa,train,SW,4.2,0.0,0.0,0.9879,0.0,0.0119,0.0,0.0003
0,33,Setosa,train,PL,1.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,33,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,35,Setosa,train,SL,5.0,0.0,0.0,0.8571,0.0,0.0,0.1238,0.0191
0,35,Setosa,train,SW,3.2,0.4286,0.0,0.0,0.0,0.3825,0.0,0.1889
0,35,Setosa,train,PL,1.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,35,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,36,Setosa,train,SL,5.5,0.0,0.4752,0.0,0.0,0.0,0.397,0.1277
0,36,Setosa,train,SW,3.5,0.0,0.0,0.7035,0.0,0.2487,0.0,0.0478
0,36,Setosa,train,PL,1.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,36,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,37,Setosa,train,SL,4.9,0.0,0.0,0.8904,0.0,0.0,0.0961,0.0136
0,37,Setosa,train,SW,3.6,0.0,0.0,0.7907,0.0,0.1829,0.0,0.0263
0,37,Setosa,train,PL,1.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,37,Setosa,train,PW,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,39,Setosa,train,SL,5.1,0.0,0.0,0.8088,0.0,0.0,0.1635,0.0277
0,39,Setosa,train,SW,3.4,0.0,0.0,0.6007,0.0,0.3181,0.0,0.0812
0,39,Setosa,train,PL,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,39,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,40,Setosa,train,SL,5.0,0.0,0.0,0.8571,0.0,0.0,0.1238,0.0191
0,40,Setosa,train,SW,3.5,0.0,0.0,0.7035,0.0,0.2487,0.0,0.0478
0,40,Setosa,train,PL,1.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,40,Setosa,train,PW,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,41,Setosa,train,SL,4.5,0.0,0.0,0.9456,0.0,0.0,0.0491,0.0053
0,41,Setosa,train,SW,2.3,0.0,0.7738,0.0,0.2092,0.0,0.0,0.017
0,41,Setosa,train,PL,1.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,41,Setosa,train,PW,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,42,Setosa,train,SL,4.4,0.0,0.0,0.9495,0.0,0.0,0.0458,0.0048
0,42,Setosa,train,SW,3.2,0.4286,0.0,0.0,0.0,0.3825,0.0,0.1889
0,42,Setosa,train,PL,1.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,42,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,44,Setosa,train,SL,5.1,0.0,0.0,0.8088,0.0,0.0,0.1635,0.0277
0,44,Setosa,train,SW,3.8,0.0,0.0,0.9084,0.0,0.0849,0.0,0.0067
0,44,Setosa,train,PL,1.9,0.0,0.0,0.9999,0.0,0.0,0.0001,0.0
0,44,Setosa,train,PW,0.4,0.0,0.0,0.9999,0.0,0.0,0.0001,0.0
0,45,Setosa,train,SL,4.8,0.0,0.0,0.9131,0.0,0.0,0.0768,0.01
0,45,Setosa,train,SW,3.0,0.4551,0.0,0.0,0.3371,0.0,0.0,0.2077
0,45,Setosa,train,PL,1.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,45,Setosa,train,PW,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,48,Setosa,train,SL,5.3,0.0,0.0,0.6471,0.0,0.0,0.2917,0.0612
0,48,Setosa,train,SW,3.7,0.0,0.0,0.8588,0.0,0.1275,0.0,0.0137
0,48,Setosa,train,PL,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,48,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,49,Setosa,train,SL,5.0,0.0,0.0,0.8571,0.0,0.0,0.1238,0.0191
0,49,Setosa,train,SW,3.3,0.0,0.0,0.4903,0.0,0.3814,0.0,0.1284
0,49,Setosa,train,PL,1.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,49,Setosa,train,PW,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,51,Versicolor,train,SL,6.4,0.5517,0.0,0.0,0.4478,0.0,0.0,0.0005
0,51,Versicolor,train,SW,3.2,0.4286,0.0,0.0,0.0,0.3825,0.0,0.1889
0,51,Versicolor,train,PL,4.5,0.0,0.8671,0.0,0.1329,0.0,0.0,0.0
0,51,Versicolor,train,PW,1.5,0.0,0.848,0.0,0.152,0.0,0.0,0.0
0,52,Versicolor,train,SL,6.9,0.7932,0.0,0.0,0.2068,0.0,0.0,0.0
0,52,Versicolor,train,SW,3.1,0.4535,0.0,0.0,0.0,0.2866,0.0,0.26
0,52,Versicolor,train,PL,4.9,0.5222,0.0,0.0,0.4778,0.0,0.0,0.0
0,52,Versicolor,train,PW,1.5,0.0,0.848,0.0,0.152,0.0,0.0,0.0
0,53,Versicolor,train,SL,5.5,0.0,0.4752,0.0,0.0,0.0,0.397,0.1277
0,53,Versicolor,train,SW,2.3,0.0,0.7738,0.0,0.2092,0.0,0.0,0.017
0,53,Versicolor,train,PL,4.0,0.0,0.9858,0.0,0.0142,0.0,0.0,0.0
0,53,Versicolor,train,PW,1.3,0.0,0.9784,0.0,0.0216,0.0,0.0,0.0
0,54,Versicolor,train,SL,6.5,0.6032,0.0,0.0,0.3966,0.0,0.0,0.0002
0,54,Versicolor,train,SW,2.8,0.0,0.4919,0.0,0.4057,0.0,0.0,0.1024
0,54,Versicolor,train,PL,4.6,0.0,0.8007,0.0,0.1993,0.0,0.0,0.0
0,54,Versicolor,train,PW,1.5,0.0,0.848,0.0,0.152,0.0,0.0,0.0
0,55,Versicolor,train,SL,5.7,0.0,0.6173,0.0,0.2196,0.0,0.0,0.1631
0,55,Versicolor,train,SW,2.8,0.0,0.4919,0.0,0.4057,0.0,0.0,0.1024
0,55,Versicolor,train,PL,4.5,0.0,0.8671,0.0,0.1329,0.0,0.0,0.0
0,55,Versicolor,train,PW,1.3,0.0,0.9784,0.0,0.0216,0.0,0.0,0.0
0,57,Versicolor,train,SL,4.9,0.0,0.0,0.8904,0.0,0.0,0.0961,0.0136
0,57,Versicolor,train,SW,2.4,0.0,0.732,0.0,0.2441,0.0,0.0,0.0239
0,57,Versicolor,train,PL,3.3,0.0,0.9994,0.0,0.0006,0.0,0.0,0.0
0,57,Versicolor,train,PW,1.0,0.0,0.998,0.0,0.002,0.0,0.0,0.0
0,58,Versicolor,train,SL,6.6,0.6543,0.0,0.0,0.3457,0.0,0.0,0.0001
0,58,Versicolor,train,SW,2.9,0.4373,0.0,0.0,0.4158,0.0,0.0,0.147
0,58,Versicolor,train,PL,4.6,0.0,0.8007,0.0,0.1993,0.0,0.0,0.0
0,58,Versicolor,train,PW,1.3,0.0,0.9784,0.0,0.0216,0.0,0.0,0.0
0,59,Versicolor,train,SL,5.2,0.0,0.0,0.7403,0.0,0.0,0.2186,0.0411
0,59,Versicolor,train,SW,2.7,0.0,0.5627,0.0,0.3664,0.0,0.0,0.0709
0,59,Versicolor,train,PL,3.9,0.0,0.991,0.0,0.009,0.0,0.0,0.0
0,59,Versicolor,train,PW,1.4,0.0,0.9435,0.0,0.0565,0.0,0.0,0.0
0,60,Versicolor,train,SL,5.0,0.0,0.0,0.8571,0.0,0.0,0.1238,0.0191
0,60,Versicolor,train,SW,2.0,0.0,0.8638,0.0,0.1295,0.0,0.0,0.0067
0,60,Versicolor,train,PL,3.5,0.0,0.9985,0.0,0.0015,0.0,0.0,0.0
0,60,Versicolor,train,PW,1.0,0.0,0.998,0.0,0.002,0.0,0.0,0.0
0,62,Versicolor,train,SL,6.0,0.0,0.621,0.0,0.358,0.0,0.0,0.021
0,62,Versicolor,train,SW,2.2,0.0,0.8092,0.0,0.1785,0.0,0.0,0.0122
0,62,Versicolor,train,PL,4.0,0.0,0.9858,0.0,0.0142,0.0,0.0,0.0
0,62,Versicolor,train,PW,1.0,0.0,0.998,0.0,0.002,0.0,0.0,0.0
0,63,Versicolor,train,SL,6.1,0.0,0.5868,0.0,0.404,0.0,0.0,0.0092
0,63,Versicolor,train,SW,2.9,0.4373,0.0,0.0,0.4158,0.0,0.0,0.147
0,63,Versicolor,train,PL,4.7,0.0,0.7112,0.0,0.2888,0.0,0.0,0.0
0,63,Versicolor,train,PW,1.4,0.0,0.9435,0.0,0.0565,0.0,0.0,0.0
0,64,Versicolor,train,SL,5.6,0.0,0.5592,0.0,0.0,0.0,0.2685,0.1722
0,64,Versicolor,train,SW,2.9,0.4373,0.0,0.0,0.4158,0.0,0.0,0.147
0,64,Versicolor,train,PL,3.6,0.0,0.9977,0.0,0.0023,0.0,0.0,0.0
0,64,Versicolor,train,PW,1.3,0.0,0.9784,0.0,0.0216,0.0,0.0,0.0
0,65,Versicolor,train,SL,6.7,0.7037,0.0,0.0,0.2963,0.0,0.0,0.0
0,65,Versicolor,train,SW,3.1,0.4535,0.0,0.0,0.0,0.2866,0.0,0.26
0,65,Versicolor,train,PL,4.4,0.0,0.9134,0.0,0.0866,0.0,0.0,0.0
0,65,Versicolor,train,PW,1.4,0.0,0.9435,0.0,0.0565,0.0,0.0,0.0
0,67,Versicolor,train,SL,5.8,0.0,0.6436,0.0,0.2668,0.0,0.0,0.0896
0,67,Versicolor,train,SW,2.7,0.0,0.5627,0.0,0.3664,0.0,0.0,0.0709
0,67,Versicolor,train,PL,4.1,0.0,0.9776,0.0,0.0224,0.0,0.0,0.0
0,67,Versicolor,train,PW,1.0,0.0,0.998,0.0,0.002,0.0,0.0,0.0
0,68,Versicolor,train,SL,6.2,0.0,0.5447,0.0,0.4515,0.0,0.0,0.0038
0,68,Versicolor,train,SW,2.2,0.0,0.8092,0.0,0.1785,0.0,0.0,0.0122
0,68,Versicolor,train,PL,4.5,0.0,0.8671,0.0,0.1329,0.0,0.0,0.0
0,68,Versicolor,train,PW,1.5,0.0,0.848,0.0,0.152,0.0,0.0,0.0
0,69,Versicolor,train,SL,5.6,0.0,0.5592,0.0,0.0,0.0,0.2685,0.1722
0,69,Versicolor,train,SW,2.5,0.0,0.6831,0.0,0.2828,0.0,0.0,0.0341
0,69,Versicolor,train,PL,3.9,0.0,0.991,0.0,0.009,0.0,0.0,0.0
0,69,Versicolor,train,PW,1.1,0.0,0.996,0.0,0.004,0.0,0.0,0.0
0,70,Versicolor,train,SL,5.9,0.0,0.6423,0.0,0.3127,0.0,0.0,0.0451
0,70,Versicolor,train,SW,3.2,0.4286,0.0,0.0,0.0,0.3825,0.0,0.1889
0,70,Versicolor,train,PL,4.8,0.0,0.6007,0.0,0.3993,0.0,0.0,0.0
0,70,Versicolor,train,PW,1.8,0.896,0.0,0.0,0.104,0.0,0.0,0.0
0,71,Versicolor,train,SL,6.1,0.0,0.5868,0.0,0.404,0.0,0.0,0.0092
0,71,Versicolor,train,SW,2.8,0.0,0.4919,0.0,0.4057,0.0,0.0,0.1024
0,71,Versicolor,train,PL,4.0,0.0,0.9858,0.0,0.0142,0.0,0.0,0.0
0,71,Versicolor,train,PW,1.3,0.0,0.9784,0.0,0.0216,0.0,0.0,0.0
0,72,Versicolor,train,SL,6.3,0.5009,0.0,0.0,0.4977,0.0,0.0,0.0015
0,72,Versicolor,train,SW,2.5,0.0,0.6831,0.0,0.2828,0.0,0.0,0.0341
0,72,Versicolor,train,PL,4.9,0.5222,0.0,0.0,0.4778,0.0,0.0,0.0
0,72,Versicolor,train,PW,1.5,0.0,0.848,0.0,0.152,0.0,0.0,0.0
0,74,Versicolor,train,SL,6.4,0.5517,0.0,0.0,0.4478,0.0,0.0,0.0005
0,74,Versicolor,train,SW,2.9,0.4373,0.0,0.0,0.4158,0.0,0.0,0.147
0,74,Versicolor,train,PL,4.3,0.0,0.9444,0.0,0.0556,0.0,0.0,0.0
0,74,Versicolor,train,PW,1.3,0.0,0.9784,0.0,0.0216,0.0,0.0,0.0
0,75,Versicolor,train,SL,6.6,0.6543,0.0,0.0,0.3457,0.0,0.0,0.0001
0,75,Versicolor,train,SW,3.0,0.4551,0.0,0.0,0.3371,0.0,0.0,0.2077
0,75,Versicolor,train,PL,4.4,0.0,0.9134,0.0,0.0866,0.0,0.0,0.0
0,75,Versicolor,train,PW,1.4,0.0,0.9435,0.0,0.0565,0.0,0.0,0.0
0,76,Versicolor,train,SL,6.8,0.7504,0.0,0.0,0.2496,0.0,0.0,0.0
0,76,Versicolor,train,SW,2.8,0.0,0.4919,0.0,0.4057,0.0,0.0,0.1024
0,76,Versicolor,train,PL,4.8,0.0,0.6007,0.0,0.3993,0.0,0.0,0.0
0,76,Versicolor,train,PW,1.4,0.0,0.9435,0.0,0.0565,0.0,0.0,0.0
0,77,Versicolor,train,SL,6.7,0.7037,0.0,0.0,0.2963,0.0,0.0,0.0
0,77,Versicolor,train,SW,3.0,0.4551,0.0,0.0,0.3371,0.0,0.0,0.2077
0,77,Versicolor,train,PL,5.0,0.6434,0.0,0.0,0.3566,0.0,0.0,0.0
0,77,Versicolor,train,PW,1.7,0.6825,0.0,0.0,0.3175,0.0,0.0,0.0
0,78,Versicolor,train,SL,6.0,0.0,0.621,0.0,0.358,0.0,0.0,0.021
0,78,Versicolor,train,SW,2.9,0.4373,0.0,0.0,0.4158,0.0,0.0,0.147
0,78,Versicolor,train,PL,4.5,0.0,0.8671,0.0,0.1329,0.0,0.0,0.0
0,78,Versicolor,train,PW,1.5,0.0,0.848,0.0,0.152,0.0,0.0,0.0
0,79,Versicolor,train,SL,5.7,0.0,0.6173,0.0,0.2196,0.0,0.0,0.1631
0,79,Versicolor,train,SW,2.6,0.0,0.6267,0.0,0.3243,0.0,0.0,0.049
0,79,Versicolor,train,PL,3.5,0.0,0.9985,0.0,0.0015,0.0,0.0,0.0
0,79,Versicolor,train,PW,1.0,0.0,0.998,0.0,0.002,0.0,0.0,0.0
0,80,Versicolor,train,SL,5.5,0.0,0.4752,0.0,0.0,0.0,0.397,0.1277
0,80,Versicolor,train,SW,2.4,0.0,0.732,0.0,0.2441,0.0,0.0,0.0239
0,80,Versicolor,train,PL,3.8,0.0,0.9943,0.0,0.0057,0.0,0.0,0.0
0,80,Versicolor,train,PW,1.1,0.0,0.996,0.0,0.004,0.0,0.0,0.0
0,82,Versicolor,train,SL,5.8,0.0,0.6436,0.0,0.2668,0.0,0.0,0.0896
0,82,Versicolor,train,SW,2.7,0.0,0.5627,0.0,0.3664,0.0,0.0,0.0709
0,82,Versicolor,train,PL,3.9,0.0,0.991,0.0,0.009,0.0,0.0,0.0
0,82,Versicolor,train,PW,1.2,0.0,0.9911,0.0,0.0089,0.0,0.0,0.0
0,83,Versicolor,train,SL,6.0,0.0,0.621,0.0,0.358,0.0,0.0,0.021
0,83,Versicolor,train,SW,2.7,0.0,0.5627,0.0,0.3664,0.0,0.0,0.0709
0,83,Versicolor,train,PL,5.1,0.7494,0.0,0.0,0.2506,0.0,0.0,0.0
0,83,Versicolor,train,PW,1.6,0.0,0.6284,0.0,0.3716,0.0,0.0,0.0
0,84,Versicolor,train,SL,5.4,0.0,0.0,0.5295,0.0,0.0,0.3805,0.09
0,84,Versicolor,train,SW,3.0,0.4551,0.0,0.0,0.3371,0.0,0.0,0.2077
0,84,Versicolor,train,PL,4.5,0.0,0.8671,0.0,0.1329,0.0,0.0,0.0
0,84,Versicolor,train,PW,1.5,0.0,0.848,0.0,0.152,0.0,0.0,0.0
0,85,Versicolor,train,SL,6.0,0.0,0.621,0.0,0.358,0.0,0.0,0.021
0,85,Versicolor,train,SW,3.4,0.0,0.0,0.6007,0.0,0.3181,0.0,0.0812
0,85,Versicolor,train,PL,4.5,0.0,0.8671,0.0,0.1329,0.0,0.0,0.0
0,85,Versicolor,train,PW,1.6,0.0,0.6284,0.0,0.3716,0.0,0.0,0.0
0,86,Versicolor,train,SL,6.7,0.7037,0.0,0.0,0.2963,0.0,0.0,0.0
0,86,Versicolor,train,SW,3.1,0.4535,0.0,0.0,0.0,0.2866,0.0,0.26
0,86,Versicolor,train,PL,4.7,0.0,0.7112,0.0,0.2888,0.0,0.0,0.0
0,86,Versicolor,train,PW,1.5,0.0,0.848,0.0,0.152,0.0,0.0,0.0
0,87,Versicolor,train,SL,6.3,0.5009,0.0,0.0,0.4977,0.0,0.0,0.0015
0,87,Versicolor,train,SW,2.3,0.0,0.7738,0.0,0.2092,0.0,0.0,0.017
